data_variant;dataset;mean_test_score;mean_train_score;param_class_weight;param_max_depth;param_max_features;params
_pca;2;0.7365907353078331;0.7716706130893551;{0: 1, 1: 30};3;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7220826595382626;0.7551252647908133;{0: 1, 1: 30};3;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7434277316082052;0.7656253089958518;{0: 1, 1: 30};3;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.753006793701198;0.8326566115360765;{0: 1, 1: 30};5;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 5, 'max_features': None}
_pca;2;0.7487888310412878;0.8148614605992762;{0: 1, 1: 30};5;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.756709683316826;0.8244104595751574;{0: 1, 1: 30};5;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7075599181888612;0.8836776271308474;{0: 1, 1: 30};7;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7503098793169307;0.8670584836585006;{0: 1, 1: 30};7;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.733446634825102;0.8769953836795403;{0: 1, 1: 30};7;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6511736706430313;0.9287823796659738;{0: 1, 1: 30};9;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 9, 'max_features': None}
_pca;2;0.6754641663148335;0.9167776584248174;{0: 1, 1: 30};9;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.675165513634526;0.9196407262776161;{0: 1, 1: 30};9;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.5928074558187019;0.9578895621228793;{0: 1, 1: 30};11;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6484159276393253;0.9519773043735382;{0: 1, 1: 30};11;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.6372989828060606;0.9553047159465228;{0: 1, 1: 30};11;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6173196599938565;0.9827962921595113;{0: 1, 1: 30};15;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6014665768778422;0.981010144677098;{0: 1, 1: 30};15;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.5833212897737968;0.9832669524918369;{0: 1, 1: 30};15;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.5724603064990383;0.9934203296797416;{0: 1, 1: 30};20;;{'class_weight': {0: 1, 1: 30}, 'max_depth': 20, 'max_features': None}
_pca;2;0.5596546768974655;0.9942329265948281;{0: 1, 1: 30};20;0.5;{'class_weight': {0: 1, 1: 30}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.5756668008702092;0.9930596801628297;{0: 1, 1: 30};20;0.75;{'class_weight': {0: 1, 1: 30}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7389630466388606;0.7710815153514753;{0: 1, 1: 40};3;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7236999099728814;0.7558403549003393;{0: 1, 1: 40};3;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7366435357250128;0.7656351479398109;{0: 1, 1: 40};3;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7548668847158535;0.8301307280103893;{0: 1, 1: 40};5;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None}
_pca;2;0.7505770353993139;0.8143512184986792;{0: 1, 1: 40};5;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7588635200241259;0.8254469163791429;{0: 1, 1: 40};5;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7129281101790672;0.878763292686246;{0: 1, 1: 40};7;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7400326227973636;0.8624050267020894;{0: 1, 1: 40};7;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.73643288695497;0.8757652902347445;{0: 1, 1: 40};7;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6575242859739884;0.9184130796965213;{0: 1, 1: 40};9;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None}
_pca;2;0.6962188320303674;0.911899966255622;{0: 1, 1: 40};9;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.678170326825048;0.9201742837218209;{0: 1, 1: 40};9;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6102524272624532;0.9481556071672912;{0: 1, 1: 40};11;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6485116412676579;0.9428311070187352;{0: 1, 1: 40};11;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.63240082606586;0.9465340708919916;{0: 1, 1: 40};11;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.620375316911707;0.9760344842403135;{0: 1, 1: 40};15;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6068676059032482;0.9760717778879795;{0: 1, 1: 40};15;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.6188360625415312;0.9749301389481015;{0: 1, 1: 40};15;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.5926093548825738;0.9889981957448262;{0: 1, 1: 40};20;;{'class_weight': {0: 1, 1: 40}, 'max_depth': 20, 'max_features': None}
_pca;2;0.5757314151146803;0.9901944218767245;{0: 1, 1: 40};20;0.5;{'class_weight': {0: 1, 1: 40}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.5764842357616483;0.9903328925886798;{0: 1, 1: 40};20;0.75;{'class_weight': {0: 1, 1: 40}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7402617735552603;0.7739093214930692;{0: 1, 1: 50};3;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7296577158060199;0.7571004342985003;{0: 1, 1: 50};3;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7359545463352479;0.7655614124194069;{0: 1, 1: 50};3;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7592693563261083;0.8315783580385676;{0: 1, 1: 50};5;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 5, 'max_features': None}
_pca;2;0.7569951707519705;0.814706805164552;{0: 1, 1: 50};5;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7552191886771712;0.8247018667512344;{0: 1, 1: 50};5;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7238758110682952;0.8753070711264666;{0: 1, 1: 50};7;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7410796046484502;0.8672785195683506;{0: 1, 1: 50};7;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.7260543265288413;0.8748100389725424;{0: 1, 1: 50};7;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6742578459880986;0.9129635094798477;{0: 1, 1: 50};9;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 9, 'max_features': None}
_pca;2;0.6922071773072248;0.9086979748561581;{0: 1, 1: 50};9;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.6745847209149081;0.9176417964200602;{0: 1, 1: 50};9;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6543580120246271;0.9397125030112695;{0: 1, 1: 50};11;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6428536094753942;0.9392147831276951;{0: 1, 1: 50};11;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.6505870029062999;0.9432423855434068;{0: 1, 1: 50};11;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6238343111199496;0.9676354635295621;{0: 1, 1: 50};15;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6348523149577643;0.9689679928578339;{0: 1, 1: 50};15;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.638576296070611;0.9667512918096993;{0: 1, 1: 50};15;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.5970800292018003;0.9839674924668579;{0: 1, 1: 50};20;;{'class_weight': {0: 1, 1: 50}, 'max_depth': 20, 'max_features': None}
_pca;2;0.5863467728846679;0.9862980744535044;{0: 1, 1: 50};20;0.5;{'class_weight': {0: 1, 1: 50}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.5949362153048092;0.9848964048332232;{0: 1, 1: 50};20;0.75;{'class_weight': {0: 1, 1: 50}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7429874020014974;0.7744430745803981;{0: 1, 1: 60};3;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7299384601891584;0.7570221587827698;{0: 1, 1: 60};3;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7355940911118819;0.7645126407782131;{0: 1, 1: 60};3;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7501536283870534;0.8300372734443658;{0: 1, 1: 60};5;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None}
_pca;2;0.7541638647765163;0.8140788639636266;{0: 1, 1: 60};5;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7556650809458885;0.8188292159834478;{0: 1, 1: 60};5;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7237369060735999;0.8724826697506631;{0: 1, 1: 60};7;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7382376188693406;0.8608185462146489;{0: 1, 1: 60};7;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.733688827973719;0.8709160896821522;{0: 1, 1: 60};7;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6777912468736605;0.9058858299589906;{0: 1, 1: 60};9;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None}
_pca;2;0.7094398207759477;0.9026685549214787;{0: 1, 1: 60};9;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.6945529786981525;0.9060350331143843;{0: 1, 1: 60};9;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6641513366354626;0.9317303326805964;{0: 1, 1: 60};11;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 11, 'max_features': None}
_pca;2;0.643154338700549;0.9367670280870473;{0: 1, 1: 60};11;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.6688253212778674;0.9349075399334674;{0: 1, 1: 60};11;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6333425611630271;0.958474434022967;{0: 1, 1: 60};15;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6531196292854078;0.9628804602138289;{0: 1, 1: 60};15;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.6360234227889306;0.9655844589196363;{0: 1, 1: 60};15;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.6120004793132009;0.9762988898251956;{0: 1, 1: 60};20;;{'class_weight': {0: 1, 1: 60}, 'max_depth': 20, 'max_features': None}
_pca;2;0.5918516339502233;0.982977532971622;{0: 1, 1: 60};20;0.5;{'class_weight': {0: 1, 1: 60}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.6005045444066828;0.9795736126176394;{0: 1, 1: 60};20;0.75;{'class_weight': {0: 1, 1: 60}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7446212891822727;0.7726080973183623;{0: 1, 1: 70};3;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7297918743350302;0.7571504529813947;{0: 1, 1: 70};3;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.734712528190958;0.7648467741707267;{0: 1, 1: 70};3;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7484641636541886;0.8256923414051754;{0: 1, 1: 70};5;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 5, 'max_features': None}
_pca;2;0.757930957742773;0.8159823178235475;{0: 1, 1: 70};5;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7531135249113773;0.8195651321607963;{0: 1, 1: 70};5;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7185316339648475;0.8676287232315875;{0: 1, 1: 70};7;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7412293193030852;0.8575310057507874;{0: 1, 1: 70};7;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.7344694867941216;0.8682030763764572;{0: 1, 1: 70};7;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6817628741424919;0.9010586126723801;{0: 1, 1: 70};9;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 9, 'max_features': None}
_pca;2;0.7042066039544251;0.8977978338962548;{0: 1, 1: 70};9;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.7058412334127087;0.9051074481055406;{0: 1, 1: 70};9;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6773841119293322;0.9252438380724018;{0: 1, 1: 70};11;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6666744931084561;0.9289476615190874;{0: 1, 1: 70};11;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.6814913067103037;0.9292427360458522;{0: 1, 1: 70};11;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6558037959177464;0.9539300061960132;{0: 1, 1: 70};15;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6461195557652847;0.9613250544863561;{0: 1, 1: 70};15;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.6436550171922886;0.9589422264059873;{0: 1, 1: 70};15;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.6204600581580321;0.9729587553741298;{0: 1, 1: 70};20;;{'class_weight': {0: 1, 1: 70}, 'max_depth': 20, 'max_features': None}
_pca;2;0.5966790546964242;0.9802001189999799;{0: 1, 1: 70};20;0.5;{'class_weight': {0: 1, 1: 70}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.6218432621177327;0.9751720361835083;{0: 1, 1: 70};20;0.75;{'class_weight': {0: 1, 1: 70}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7450430904847765;0.7746329924761772;{0: 1, 1: 80};3;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7304524534332033;0.7568803488418866;{0: 1, 1: 80};3;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7402752809685338;0.7658072488978024;{0: 1, 1: 80};3;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.753316970552942;0.8242435665999878;{0: 1, 1: 80};5;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 5, 'max_features': None}
_pca;2;0.7565683154121726;0.8144989869020045;{0: 1, 1: 80};5;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7553435776669063;0.8222512788838564;{0: 1, 1: 80};5;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7292952074092247;0.8664411436151285;{0: 1, 1: 80};7;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7344776533362;0.857852516835109;{0: 1, 1: 80};7;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.7365330118284383;0.8633172298682702;{0: 1, 1: 80};7;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.7015756811386836;0.8994673067827126;{0: 1, 1: 80};9;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 9, 'max_features': None}
_pca;2;0.7025837858343202;0.893104960099692;{0: 1, 1: 80};9;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.7035633891580761;0.8949581246868352;{0: 1, 1: 80};9;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6790224898577107;0.9212715465263301;{0: 1, 1: 80};11;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6858505766813479;0.9278730159030871;{0: 1, 1: 80};11;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.7002052839333391;0.9241922338616217;{0: 1, 1: 80};11;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6683303403316331;0.9479662450532204;{0: 1, 1: 80};15;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6636648758320547;0.9534082363129737;{0: 1, 1: 80};15;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.66033187540879;0.948711593243645;{0: 1, 1: 80};15;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.6311549631536687;0.9696836192766065;{0: 1, 1: 80};20;;{'class_weight': {0: 1, 1: 80}, 'max_depth': 20, 'max_features': None}
_pca;2;0.6094999383420232;0.9739462104382813;{0: 1, 1: 80};20;0.5;{'class_weight': {0: 1, 1: 80}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.6191591360590957;0.9731649342650435;{0: 1, 1: 80};20;0.75;{'class_weight': {0: 1, 1: 80}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7450430904847765;0.7746329924761772;{0: 1, 1: 90};3;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 3, 'max_features': None}
_pca;2;0.7304524534332033;0.7568803488418866;{0: 1, 1: 90};3;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7402752809685338;0.7658072488978024;{0: 1, 1: 90};3;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7521828744714224;0.8235170972695887;{0: 1, 1: 90};5;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 5, 'max_features': None}
_pca;2;0.750316435509964;0.8110291523396329;{0: 1, 1: 90};5;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7572593334802503;0.8220447458099807;{0: 1, 1: 90};5;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7278920656250903;0.8635572742690674;{0: 1, 1: 90};7;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 7, 'max_features': None}
_pca;2;0.7424414256903721;0.8534326378991487;{0: 1, 1: 90};7;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.7441058591508053;0.8581200113532783;{0: 1, 1: 90};7;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.7024928925508778;0.8954391906520789;{0: 1, 1: 90};9;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 9, 'max_features': None}
_pca;2;0.7044941812716922;0.8882669402046071;{0: 1, 1: 90};9;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.7068368645620757;0.8958935522705341;{0: 1, 1: 90};9;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6794432007761311;0.9181139815933882;{0: 1, 1: 90};11;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 11, 'max_features': None}
_pca;2;0.6977901852524934;0.9167996411591569;{0: 1, 1: 90};11;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.7009904599262341;0.9106932950156614;{0: 1, 1: 90};11;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6786565904419154;0.9449750443367146;{0: 1, 1: 90};15;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 15, 'max_features': None}
_pca;2;0.6578940645461276;0.9503661659389522;{0: 1, 1: 90};15;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.6416944670125947;0.9508807893567213;{0: 1, 1: 90};15;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.640687636321031;0.9657682928619784;{0: 1, 1: 90};20;;{'class_weight': {0: 1, 1: 90}, 'max_depth': 20, 'max_features': None}
_pca;2;0.606708597244029;0.9706415973381018;{0: 1, 1: 90};20;0.5;{'class_weight': {0: 1, 1: 90}, 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.6257014037729545;0.9684000895368107;{0: 1, 1: 90};20;0.75;{'class_weight': {0: 1, 1: 90}, 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7446212891822727;0.7726080973183623;balanced;3;;{'class_weight': 'balanced', 'max_depth': 3, 'max_features': None}
_pca;2;0.7297918743350302;0.7571504529813947;balanced;3;0.5;{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.7355872920916053;0.7644331650123385;balanced;3;0.75;{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7477042999568169;0.825785597024431;balanced;5;;{'class_weight': 'balanced', 'max_depth': 5, 'max_features': None}
_pca;2;0.7579157331423453;0.8159823178235475;balanced;5;0.5;{'class_weight': 'balanced', 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7539135971541229;0.8195989537919997;balanced;5;0.75;{'class_weight': 'balanced', 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7188756960394012;0.8675478669726369;balanced;7;;{'class_weight': 'balanced', 'max_depth': 7, 'max_features': None}
_pca;2;0.7369287724736613;0.8600364114464872;balanced;7;0.5;{'class_weight': 'balanced', 'max_depth': 7, 'max_features': 0.5}
_pca;2;0.7270903545316488;0.8695507287851556;balanced;7;0.75;{'class_weight': 'balanced', 'max_depth': 7, 'max_features': 0.75}
_pca;2;0.6781153445292691;0.9019680691773121;balanced;9;;{'class_weight': 'balanced', 'max_depth': 9, 'max_features': None}
_pca;2;0.6885748274021662;0.8981488886344542;balanced;9;0.5;{'class_weight': 'balanced', 'max_depth': 9, 'max_features': 0.5}
_pca;2;0.7099792416785059;0.9084583693953331;balanced;9;0.75;{'class_weight': 'balanced', 'max_depth': 9, 'max_features': 0.75}
_pca;2;0.6705968682913005;0.927174365996849;balanced;11;;{'class_weight': 'balanced', 'max_depth': 11, 'max_features': None}
_pca;2;0.6758219110511914;0.9292301687521769;balanced;11;0.5;{'class_weight': 'balanced', 'max_depth': 11, 'max_features': 0.5}
_pca;2;0.6602775869571083;0.9295514931091733;balanced;11;0.75;{'class_weight': 'balanced', 'max_depth': 11, 'max_features': 0.75}
_pca;2;0.6502069519678848;0.9552888968925289;balanced;15;;{'class_weight': 'balanced', 'max_depth': 15, 'max_features': None}
_pca;2;0.6426373589056731;0.9620683371701445;balanced;15;0.5;{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 0.5}
_pca;2;0.6460295766599591;0.9594000770334172;balanced;15;0.75;{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 0.75}
_pca;2;0.6202365510677647;0.9742767985005222;balanced;20;;{'class_weight': 'balanced', 'max_depth': 20, 'max_features': None}
_pca;2;0.6019094135783523;0.9790299725364916;balanced;20;0.5;{'class_weight': 'balanced', 'max_depth': 20, 'max_features': 0.5}
_pca;2;0.6213057694402842;0.976898518386442;balanced;20;0.75;{'class_weight': 'balanced', 'max_depth': 20, 'max_features': 0.75}
_pca;2;0.7245853682349711;0.747294612471779;;3;;{'class_weight': None, 'max_depth': 3, 'max_features': None}
_pca;2;0.6991178401156484;0.7200452309407666;;3;0.5;{'class_weight': None, 'max_depth': 3, 'max_features': 0.5}
_pca;2;0.734533705996313;0.7545330832507515;;3;0.75;{'class_weight': None, 'max_depth': 3, 'max_features': 0.75}
_pca;2;0.7500941881170974;0.7883793138361963;;5;;{'class_weight': None, 'max_depth': 5, 'max_features': None}
_pca;2;0.734071131816085;0.782415577771884;;5;0.5;{'class_weight': None, 'max_depth': 5, 'max_features': 0.5}
_pca;2;0.7545845487594259;0.7944357666988722;;5;0.75;{'class_weight': None, 'max_depth': 5, 'max_features': 0.75}
_pca;2;0.7612718412942177;0.8209805290496432;;7;;{'class_weight': None, 'max_depth': 7, 'max_features': None}
_pca;2;0.7386631296889724;0.8109616263724829;;7;0.5;{'class_weight': None, 'max_depth': 7, 'max_features': 0.5}
