dataset;data_variant;max_depth;class_weight;max_features;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
1;_scaled;6;70;;0.7841625682537383;0.7462123179138638;0.0744727020223939;0.06888329580076831;0.6732398682295258;0.6769018616410021;0.8984293193717278;0.8176100628930818;0.03884638022366098;0.03595629926704467;43081.0;14466.0;21229.0;6971.0;97.0;58.0;858.0;260.0
1;_scaled;6;80;0.75;0.7832166835867824;0.7566121790837743;0.07394972451790634;0.0704299657082564;0.6703593043744733;0.6760284991955873;0.8994764397905759;0.839622641509434;0.03855994972393051;0.03675660792951542;42892.0;14440.0;21418.0;6997.0;96.0;51.0;859.0;267.0
1;_scaled;6;80;;0.7774962326623089;0.75385442732148;0.07344313589153013;0.07044696464309538;0.6733164789703516;0.6797517811997242;0.8848167539267016;0.8301886792452831;0.03831157054769677;0.03678417165946774;43099.0;14524.0;21211.0;6913.0;110.0;54.0;845.0;264.0
1;_scaled;7;50;0.75;0.8039371630054359;0.7496957590810926;0.09137451307735114;0.08016099278886465;0.7498199647590592;0.7478740519420822;0.8596858638743455;0.7515723270440252;0.048251542756391416;0.04233835252435784;48116.0;16031.0;16194.0;5406.0;134.0;79.0;821.0;239.0
1;_scaled;7;50;;0.7941994397230041;0.7539970127473131;0.0894889533586253;0.08209338122113904;0.7499425419443806;0.7532980923925534;0.8397905759162304;0.7547169811320755;0.047262655430490894;0.04340748779164406;48143.0;16148.0;16167.0;5289.0;153.0;78.0;802.0;240.0
1;_scaled;7;60;0.75;0.8022811219542775;0.7484595786453974;0.09030413023153495;0.07945478723404255;0.7465563471998774;0.7454378303838198;0.8596858638743455;0.7515723270440252;0.0476549802646854;0.041944541944541947;47903.0;15978.0;16407.0;5459.0;134.0;79.0;821.0;239.0
1;_scaled;7;60;;0.7939246744132844;0.7537637711556724;0.08954222793583365;0.08195321837117978;0.750417528537501;0.7528384279475983;0.8387434554973822;0.7547169811320755;0.04729570146433632;0.04332912077992417;48175.0;16138.0;16135.0;5299.0;154.0;78.0;801.0;240.0
1;_scaled;7;70;0.75;0.7937620133499306;0.7524769083489634;0.07838133430550492;0.07182473655019411;0.6901248755075462;0.6923006205470007;0.900523560209424;0.8144654088050315;0.04097384344180285;0.037568900493182476;44181.0;14802.0;20129.0;6635.0;95.0;59.0;860.0;259.0
1;_scaled;7;70;;0.7961331769138522;0.7428645676096962;0.07996640850984418;0.0717579250720461;0.6978472381827933;0.7038841645598712;0.8973821989528796;0.7830188679245284;0.041847746471995705;0.03760193295077016;44688.0;15064.0;19622.0;6373.0;98.0;69.0;857.0;249.0
1;_scaled;7;80;0.75;0.7940005503447389;0.7578798984768297;0.0781859410430839;0.07251171767300799;0.6885620163946985;0.6907377614341531;0.9026178010471204;0.8270440251572327;0.040862763688077744;0.037918108419838524;44077.0;14764.0;20233.0;6673.0;93.0;55.0;862.0;263.0
1;_scaled;7;80;;0.782722350265118;0.7496986929375913;0.06709008614396263;0.06307812325866488;0.6083965371945147;0.6135601011261779;0.962303664921466;0.889937106918239;0.03475662796414659;0.03269786250722126;38788.0;13065.0;25522.0;8372.0;36.0;35.0;919.0;283.0
1;_woe_scaled;5;50;0.75;0.7770709773748068;0.7539202190534616;0.08128331283312833;0.07701824930405196;0.7253351719911132;0.725672259250747;0.8303664921465969;0.7830188679245284;0.042733200409548956;0.040500975927130776;46546.0;15538.0;17764.0;5899.0;162.0;69.0;793.0;249.0
1;_woe_scaled;5;50;;0.7811987664462304;0.7643831581380925;0.08600847970926712;0.08337535720289123;0.7456676626062974;0.7493449781659388;0.8178010471204189;0.779874213836478;0.045391142624665815;0.044041910850648194;47885.0;16054.0;16425.0;5383.0;174.0;70.0;781.0;248.0
1;_woe_scaled;5;60;0.75;0.7792166705608713;0.7484513638472012;0.08302243707634911;0.07726550079491255;0.7326131923695702;0.7332107561480119;0.8272251308900523;0.7641509433962265;0.04370435937154238;0.04068988613529806;47024.0;15708.0;17286.0;5729.0;165.0;75.0;790.0;243.0
1;_woe_scaled;5;60;;0.7809789134924828;0.7599282437377568;0.08422288642186167;0.08078175895765471;0.7371025817819659;0.7405653872672949;0.8261780104712042;0.779874213836478;0.0443732073561667;0.042597045688766745;47318.0;15863.0;16992.0;5574.0;166.0;70.0;789.0;248.0
1;_woe_scaled;5;70;0.75;0.7774267882744006;0.7406569872873064;0.07902854624687852;0.0724744860227777;0.7118057151612656;0.7117444265686049;0.8450261780104712;0.7704402515723271;0.04145264023012123;0.03802576439546795;45649.0;15239.0;18661.0;6198.0;148.0;73.0;807.0;245.0
1;_woe_scaled;5;70;;0.7795544080089813;0.7506123691976754;0.07324088782037523;0.069164265129683;0.6692407875584157;0.6733624454148471;0.8931937172774869;0.8301886792452831;0.038186050675978155;0.03608529250956807;42825.0;14385.0;21485.0;7052.0;102.0;54.0;853.0;264.0
1;_woe_scaled;5;80;0.75;0.7717663379523756;0.7482525217230069;0.07080532709890201;0.06758130081300813;0.6589749482877499;0.6626062974028959;0.8879581151832461;0.8364779874213837;0.03687277154535177;0.03521313211543553;42160.0;14149.0;22150.0;7288.0;107.0;52.0;848.0;266.0
1;_woe_scaled;5;80;;0.777918719943728;0.7597005764734635;0.07348534201954396;0.07129555732907687;0.6731326131923696;0.6790622845322914;0.8858638743455497;0.8427672955974843;0.03833257816039873;0.03722222222222222;43086.0;14505.0;21224.0;6932.0;109.0;50.0;846.0;268.0
1;_woe_scaled;6;50;0.75;0.7832154217016561;0.7521502967742542;0.08574537540805223;0.07982846775523668;0.742526622232437;0.7435532061595036;0.8251308900523561;0.7610062893081762;0.04522238163558106;0.042123585726718885;47673.0;15934.0;16637.0;5503.0;167.0;76.0;788.0;242.0
1;_woe_scaled;6;50;;0.7872144984902155;0.7610285866175657;0.08732565191024864;0.08260577568838147;0.746341837125565;0.7488393472764882;0.8293193717277487;0.7735849056603774;0.046089385474860335;0.04363249379212487;47918.0;16045.0;16392.0;5392.0;163.0;72.0;792.0;246.0
1;_woe_scaled;6;60;0.75;0.7875234568162557;0.7579498709543219;0.07705207813987217;0.07254171838367121;0.6879950969125871;0.6908756607676396;0.8900523560209425;0.8270440251572327;0.04026909228728444;0.03793451608250396;44052.0;14767.0;20258.0;6670.0;105.0;55.0;850.0;263.0
1;_woe_scaled;6;60;;0.7907445610715764;0.757225428438399;0.07931665649786455;0.07435158501440922;0.699425419443806;0.7047115605607907;0.8848167539267016;0.8113207547169812;0.04151926100628931;0.03896103896103896;44803.0;15073.0;19507.0;6364.0;110.0;60.0;845.0;258.0
1;_woe_scaled;6;70;0.75;0.7831079986420488;0.7548861913056336;0.07351498869984224;0.06974921630094043;0.6670956868152915;0.6726269823029188;0.9026178010471204;0.839622641509434;0.03831792318634424;0.03638593622240392;42676.0;14366.0;21634.0;7071.0;93.0;51.0;862.0;267.0
1;_woe_scaled;6;70;;0.7880294727518296;0.7527719076199002;0.07555438688754491;0.0703867255452964;0.6767946066038458;0.6806711100896345;0.9026178010471204;0.8270440251572327;0.03942734299958835;0.036757512229210344;43309.0;14545.0;21001.0;6892.0;93.0;55.0;862.0;263.0
1;_woe_scaled;6;80;0.75;0.7831079986420488;0.7548861913056336;0.07351498869984224;0.06974921630094043;0.6670956868152915;0.6726269823029188;0.9026178010471204;0.839622641509434;0.03831792318634424;0.03638593622240392;42676.0;14366.0;21634.0;7071.0;93.0;51.0;862.0;267.0
1;_woe_scaled;6;80;;0.7812776139136268;0.7579087236169287;0.07448021756294412;0.0713327969965138;0.6767026737148548;0.6816364054240405;0.8890052356020942;0.8364779874213837;0.038868287323169895;0.03725490196078431;43316.0;14563.0;20994.0;6874.0;106.0;52.0;849.0;266.0
1;_woe_scaled;7;50;0.75;0.8039371630054359;0.7496957590810926;0.09137451307735114;0.08016099278886465;0.7498199647590592;0.7478740519420822;0.8596858638743455;0.7515723270440252;0.048251542756391416;0.04233835252435784;48116.0;16031.0;16194.0;5406.0;134.0;79.0;821.0;239.0
1;_woe_scaled;7;50;;0.7980172121131203;0.757748094973629;0.09056772964187637;0.08311866735359781;0.7513675017237417;0.754585152838428;0.8460732984293193;0.7610062893081762;0.04784462340123164;0.043960036330608535;48230.0;16174.0;16080.0;5263.0;147.0;76.0;808.0;242.0
1;_woe_scaled;7;60;0.75;0.802265572273046;0.7484595786453974;0.09029419851525984;0.07945478723404255;0.746525702903547;0.7454378303838198;0.8596858638743455;0.7515723270440252;0.04764944863609982;0.041944541944541947;47901.0;15978.0;16409.0;5459.0;134.0;79.0;821.0;239.0
1;_woe_scaled;7;60;;0.7968276614989078;0.7562553487871291;0.08979773282951765;0.08221505011041277;0.7490232130544703;0.7516433003907148;0.8460732984293193;0.7610062893081762;0.047415057801772194;0.04345483928892081;48077.0;16110.0;16233.0;5327.0;147.0;76.0;808.0;242.0
1;_woe_scaled;7;70;0.75;0.7907523359121922;0.7595770611148712;0.07932037923589598;0.07454128440366972;0.6994407415919712;0.7032406343369341;0.8848167539267016;0.8176100628930818;0.04152130116456194;0.03905076599579453;44804.0;15039.0;19506.0;6398.0;110.0;58.0;845.0;260.0
1;_woe_scaled;7;70;;0.7933470159673245;0.7537363395974104;0.0880537499317201;0.08073394495412844;0.7441967363824408;0.7466789243851988;0.8439790575916231;0.7610062893081762;0.04644997694790226;0.042628148670072225;47764.0;16002.0;16546.0;5435.0;149.0;76.0;806.0;242.0
1;_woe_scaled;7;80;0.75;0.7910643064801464;0.7485351254502369;0.07672475106685633;0.07018019238585557;0.6817589826093619;0.6845322914272581;0.9036649214659686;0.8144654088050315;0.040063135416183095;0.036669970267591674;43632.0;14633.0;20678.0;6804.0;92.0;59.0;863.0;259.0
1;_woe_scaled;7;80;;0.7866306527365404;0.7520406438876182;0.07338987320513897;0.06865518128053484;0.6618401899946372;0.6670190760744656;0.9151832460732985;0.839622641509434;0.03822770415081136;0.03579088471849866;42321.0;14244.0;21989.0;7193.0;81.0;51.0;874.0;267.0
1;_woe_pca;5;50;0.75;0.770210555709786;0.7367179915522536;0.07203389830508475;0.06698187549251379;0.6711560560790623;0.6734543783038383;0.8722513089005236;0.8018867924528302;0.03756821359310874;0.03495065789473684;42970.0;14396.0;21340.0;7041.0;122.0;63.0;833.0;255.0
1;_woe_pca;5;50;;0.7785144111352;0.7433283369757162;0.07467734757454383;0.06919854034328964;0.6814218953497281;0.6834290967593657;0.8785340314136125;0.8050314465408805;0.03899604926795259;0.0361530857223556;43634.0;14612.0;20676.0;6825.0;116.0;62.0;839.0;256.0
1;_woe_pca;5;60;0.75;0.7635007054344916;0.7341249024859446;0.06978895148406626;0.06537776647163572;0.6609821496973876;0.6622385658469317;0.8691099476439791;0.8081761006289309;0.03635407997897595;0.03406680805938494;42309.0;14150.0;22001.0;7287.0;125.0;61.0;830.0;257.0
1;_woe_pca;5;60;;0.7793032928688837;0.7460408340015192;0.07250602104195715;0.06743295019157088;0.6636635256262928;0.6643530222937256;0.8984293193717278;0.8301886792452831;0.03777738640366326;0.03514376996805112;42456.0;14189.0;21854.0;7248.0;97.0;54.0;858.0;264.0
1;_woe_pca;5;70;0.75;0.7659463202208543;0.7389378940719377;0.07275002234337297;0.06854510972636142;0.6820654255726653;0.6839347276488164;0.8523560209424084;0.7955974842767296;0.037996545768566495;0.0358154020385051;43701.0;14626.0;20609.0;6811.0;141.0;65.0;814.0;253.0
1;_woe_pca;5;70;;0.776300372622466;0.7451188695968264;0.06973210715713715;0.06521739130434782;0.6435149007890907;0.6442197196046886;0.9130890052356021;0.8490566037735849;0.03625025982124298;0.03391107761868877;41127.0;13745.0;23183.0;7692.0;83.0;48.0;872.0;270.0
1;_woe_pca;5;80;0.75;0.7630320168750677;0.7163354636065371;0.0641188190545191;0.05778456170955081;0.6041523021527618;0.6027579866697311;0.9267015706806283;0.8333333333333334;0.03320825515947467;0.02992997515247346;38545.0;12848.0;25765.0;8589.0;70.0;53.0;885.0;265.0
1;_woe_pca;5;80;;0.7733123507617309;0.7405473344006703;0.06846578669068976;0.06370929683813119;0.6355933501876964;0.635210296483567;0.9151832460732985;0.8490566037735849;0.035563151041666664;0.03309634714390782;40608.0;13549.0;23702.0;7888.0;81.0;48.0;874.0;270.0
1;_woe_pca;6;50;0.75;0.7779150971122369;0.7351250541663256;0.07612647857504487;0.06923615977575333;0.6924385198804872;0.6947368421052632;0.8659685863874346;0.7767295597484277;0.03981321009050645;0.03623294704415432;44365.0;14867.0;19945.0;6570.0;128.0;71.0;827.0;247.0
1;_woe_pca;6;50;;0.7931077869709954;0.7397006967615799;0.08148399941727773;0.07203763598941487;0.7101815674557573;0.7098598023442887;0.8785340314136125;0.7704402515723271;0.042723291577553724;0.037785317705120294;45511.0;15198.0;18799.0;6239.0;116.0;73.0;839.0;245.0
1;_woe_pca;6;60;0.75;0.785777740509199;0.7415104461427562;0.07368778088696684;0.0667604553011894;0.6652417068873056;0.6645828545162031;0.9099476439790576;0.8207547169811321;0.03839865670982281;0.03479536061858419;42548.0;14197.0;21762.0;7240.0;86.0;57.0;869.0;261.0
1;_woe_pca;6;60;;0.7934028645606481;0.7406049113344559;0.07535214282656164;0.0670897552130553;0.669087566076764;0.6689037002987819;0.9214659685863874;0.8144654088050315;0.03928220694580841;0.03498581656085371;42788.0;14293.0;21522.0;7144.0;75.0;59.0;880.0;259.0
1;_woe_pca;6;70;0.75;0.7857959360785982;0.7408573696861624;0.07356671740233384;0.06652223779788455;0.6642610894047345;0.6632957940703287;0.9109947643979057;0.8207547169811321;0.038331056967881215;0.034665958294594235;42483.0;14169.0;21827.0;7268.0;85.0;57.0;870.0;261.0
1;_woe_pca;6;70;;0.7929489522689915;0.7342497380799612;0.07612155033352225;0.06672820783331135;0.6753083582318241;0.6746954723052172;0.9141361256544502;0.7955974842767296;0.03971431170958056;0.03482450103234687;43201.0;14425.0;21109.0;7012.0;82.0;65.0;873.0;253.0
1;_woe_pca;6;80;0.75;0.783818643497913;0.7424255893310896;0.07253670507008277;0.06612398246712586;0.6583314180648127;0.6572282233969202;0.9130890052356021;0.8301886792452831;0.037768537768537766;0.03443328550932568;42094.0;14034.0;22216.0;7403.0;83.0;54.0;872.0;264.0
1;_woe_pca;6;80;;0.7870458536490054;0.7338134736186157;0.07231675392670156;0.06405693950177936;0.6524936796138818;0.6494139278326821;0.9256544502617801;0.8207547169811321;0.03762822968543821;0.03332907674626485;41701.0;13867.0;22609.0;7570.0;71.0;57.0;884.0;261.0
1;_woe_pca;7;50;0.75;0.8070050499828628;0.7329997685187222;0.08535614803024273;0.07245490675634363;0.7182563395388033;0.7210756148011951;0.8984293193717278;0.7452830188679245;0.04480651731160896;0.03807840616966581;46019.0;15450.0;18291.0;5987.0;97.0;81.0;858.0;237.0
1;_woe_pca;7;50;;0.8097968690594722;0.7318857098597821;0.08460977388767324;0.0706401766004415;0.7115605607906228;0.7097219030108021;0.9109947643979057;0.7547169811320755;0.04436511983681795;0.037054191755442334;45570.0;15200.0;18740.0;6237.0;85.0;78.0;870.0;240.0
1;_woe_pca;7;60;0.75;0.8073717700829017;0.7518979117689599;0.08130156242798543;0.07239436619718309;0.6945836206236115;0.6972649965525166;0.9235602094240838;0.8081761006289309;0.04252241828174718;0.037894426422884105;44450.0;14912.0;19860.0;6525.0;73.0;61.0;882.0;257.0
1;_woe_pca;7;60;;0.8106453036299144;0.7346119226647163;0.08189615420086692;0.06902333379907782;0.6949360300314104;0.6937255803263618;0.9298429319371728;0.7767295597484277;0.042834402585499975;0.03611639128527563;44467.0;14845.0;19843.0;6592.0;67.0;71.0;888.0;247.0
1;_woe_pca;7;70;0.75;0.8083575058962601;0.7384673034895584;0.07909554812598979;0.06764822920811779;0.6792461503102735;0.6769018616410021;0.9413612565445026;0.8018867924528302;0.041282086605133855;0.035313668466971336;43432.0;14471.0;20878.0;6966.0;56.0;63.0;899.0;255.0
1;_woe_pca;7;70;;0.8144012029428789;0.7382189525369498;0.08173273395995097;0.06899395272127543;0.6901401976557113;0.6886233049873592;0.9424083769633508;0.789308176100629;0.04271881526485666;0.036073584363322794;44142.0;14730.0;20168.0;6707.0;55.0;67.0;900.0;251.0
1;_woe_pca;7;80;0.75;0.7905099318500619;0.7371420071627173;0.07005857356150223;0.0626304801670146;0.6278096989197886;0.6284991955872213;0.9581151832460733;0.8490566037735849;0.03635857903520623;0.03251445086705202;40059.0;13403.0;24251.0;8034.0;40.0;48.0;915.0;270.0
1;_woe_pca;7;80;;0.8099898967777965;0.7348177326980948;0.08077062228654124;0.06835964310226493;0.6885620163946985;0.6880257412089175;0.9350785340314136;0.7830188679245284;0.042208252587796;0.035739916750394715;44046.0;14719.0;20264.0;6718.0;62.0;69.0;893.0;249.0
2;_pca;5;50;0.75;0.7374059793816112;0.6864665307117566;0.07833134954372839;0.0674731640824672;0.7508465486861258;0.7484256492760285;0.7235602094240837;0.6226415094339622;0.04140699904122723;0.035669248784002884;48313.0;16084.0;15997.0;5353.0;264.0;120.0;691.0;198.0
