dataset;data_variant;max_depth;class_weight;max_features;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
2;_pca;5;50;;0.7509995351378019;0.711892651364258;0.08456991193147545;0.076148636280432;0.7674710794453382;0.7680073546311192;0.7340314136125654;0.6540880503144654;0.044869743327145876;0.04042759961127308;49388.0;16500.0;14922.0;4937.0;254.0;110.0;701.0;208.0
2;_pca;5;60;0.75;0.7549470374600776;0.7136696148990622;0.06447955249829919;0.05881679826067056;0.6207461886156439;0.6219259940243622;0.8931937172774869;0.8081761006289309;0.033447045445633844;0.030518940743379647;39660.0;13273.0;24650.0;8164.0;102.0;61.0;853.0;257.0
2;_pca;5;60;;0.7701961865017368;0.7273237830436591;0.07558656863204233;0.068281626292676;0.697556117367655;0.6976786945529764;0.8450261780104712;0.7578616352201258;0.0395627022257084;0.03575137219997033;44719.0;14937.0;19591.0;6500.0;148.0;77.0;807.0;241.0
2;_pca;5;70;0.75;0.756515560671844;0.7271633744395968;0.06398104265402843;0.060136878716481545;0.6126560943844327;0.6149390944610434;0.9047120418848168;0.8427672955974843;0.033163167389552065;0.031180919139034324;39121.0;13110.0;25189.0;8327.0;91.0;50.0;864.0;268.0
2;_pca;5;70;;0.7666346582041665;0.7359921554544939;0.07574674860654566;0.07039218503088637;0.7027350034474833;0.7025511376695013;0.8324607329842932;0.7704402515723271;0.03967857855859453;0.0368809272918862;45069.0;15039.0;19241.0;6398.0;160.0;73.0;795.0;245.0
2;_pca;5;80;0.75;0.7555701644765497;0.7259326949848364;0.06284830834501852;0.059099334859884424;0.6006282080747721;0.6033555504481728;0.9151832460732985;0.8522012578616353;0.03254151463251173;0.030611092285101095;38326.0;12855.0;25984.0;8582.0;81.0;47.0;874.0;271.0
2;_pca;5;80;;0.7681444426986105;0.7364888573597113;0.07260842681741896;0.06758381194069722;0.6782655328277024;0.679108250976787;0.8607329842931937;0.7955974842767296;0.03790289113293678;0.03529083554191659;43445.0;14521.0;20865.0;6916.0;133.0;65.0;822.0;253.0
2;_pca;6;50;0.75;0.7825414529263931;0.7229429485199134;0.0773372945873178;0.06722925457102671;0.6954569830690263;0.6951505401057229;0.8722513089005236;0.7515723270440252;0.04046242774566474;0.035188457008244994;44556.0;14884.0;19754.0;6553.0;122.0;79.0;833.0;239.0
2;_pca;6;50;;0.7855113199237007;0.7205445941787006;0.08826015893591839;0.07441231185523424;0.7521336091320003;0.7484256492760285;0.8198952879581152;0.6918238993710691;0.04664045746962116;0.03932082216264522;48305.0;16062.0;16005.0;5375.0;172.0;98.0;783.0;220.0
2;_pca;6;60;0.75;0.782991213208925;0.7254880690324701;0.0738575297708611;0.06480156148340925;0.6699149620776833;0.6696391634107102;0.8994764397905759;0.7830188679245284;0.03850981798619205;0.033799375593864533;42863.0;14319.0;21447.0;7118.0;96.0;69.0;859.0;249.0
2;_pca;6;60;;0.7889712461156327;0.7254660651087301;0.08042481293748491;0.06904588492352513;0.7081283996016241;0.7062284532291427;0.8722513089005236;0.7452830188679245;0.04215587044534413;0.03619978616160073;45383.0;15127.0;18927.0;6310.0;122.0;81.0;833.0;237.0
2;_pca;6;70;0.75;0.781915964963556;0.7346613581467182;0.07278547660165957;0.06556958795764765;0.6627135524400521;0.6632957940703287;0.9047120418848168;0.8081761006289309;0.03791801983674186;0.03417098790054514;42388.0;14173.0;21922.0;7264.0;91.0;61.0;864.0;257.0
2;_pca;6;70;;0.7857115933050074;0.7384755182877544;0.07712693045782693;0.0690984170681349;0.6905232513598406;0.6891289358768099;0.8837696335078534;0.789308176100629;0.04032296593569347;0.03613070390096444;44223.0;14741.0;20087.0;6696.0;111.0;67.0;844.0;251.0
2;_pca;6;80;0.75;0.7622007602247295;0.7191824046063895;0.06287676994252069;0.057495741056218054;0.5903164023596108;0.5931050333256722;0.9392670157068063;0.8490566037735849;0.03252710592160134;0.02975534494159136;37630.0;12633.0;26680.0;8804.0;58.0;48.0;897.0;270.0
2;_pca;6;80;;0.7823515188619261;0.7420661185635956;0.0725826705734617;0.06631366616238024;0.6605224852524324;0.6595725120661917;0.9078534031413612;0.8270440251572327;0.03780248528449967;0.03454163383241397;42242.0;14086.0;22068.0;7351.0;88.0;55.0;867.0;263.0
2;_pca;7;50;0.75;0.8078065098618359;0.7181504939294108;0.08356947312809182;0.0674873280231716;0.7076380908603386;0.7040220638933579;0.9109947643979057;0.7327044025157232;0.04379341588643914;0.0353727038105359;45314.0;15083.0;18996.0;6354.0;85.0;85.0;870.0;233.0
2;_pca;7;50;;0.8081177070163256;0.7201014351545834;0.09294475075953641;0.07417397167902899;0.7529763272810848;0.7475522868306137;0.8649214659685864;0.6918238993710691;0.04911112432368155;0.03918774492340577;48317.0;16043.0;15993.0;5394.0;129.0;98.0;826.0;220.0
2;_pca;7;60;0.75;0.8021594925105082;0.7264703975346217;0.08042796532005164;0.06756002233389168;0.6944763655864552;0.692944150769938;0.9130890052356021;0.7610062893081762;0.042066669882772925;0.03534910896874087;44453.0;14833.0;19857.0;6604.0;83.0;76.0;872.0;242.0
2;_pca;7;60;;0.809379347906614;0.7242243836921;0.08531834097746215;0.06971547743184865;0.7158201179805409;0.7129395541254884;0.9057591623036649;0.7358490566037735;0.04476762239933754;0.03659108678655199;45853.0;15276.0;18457.0;6161.0;90.0;84.0;865.0;234.0
2;_pca;7;70;0.75;0.8042677769084792;0.7291828945604248;0.07773391749446927;0.06583278472679395;0.674235807860262;0.6738680763042979;0.9382198952879581;0.7861635220125787;0.04054665580595529;0.03435481654527965;43108.0;14410.0;21202.0;7027.0;59.0;68.0;896.0;250.0
2;_pca;7;70;;0.8051215439612284;0.7335335103622345;0.08237747653806048;0.06973420977422122;0.7033632115222554;0.700758446334176;0.9099476439790576;0.7672955974842768;0.043141538003276574;0.03652694610778443;45036.0;15001.0;19274.0;6436.0;86.0;74.0;869.0;244.0
2;_pca;7;80;0.75;0.7872352585358388;0.735852283845922;0.07191156820666478;0.06445264452644527;0.6488010419060752;0.6503792231670881;0.9298429319371728;0.8238993710691824;0.037402072276977505;0.03353814644137225;41456.0;13887.0;22854.0;7550.0;67.0;56.0;888.0;262.0
2;_pca;7;80;;0.8038385324357394;0.7321944249098499;0.08224902649824295;0.06955775010734219;0.7038841645598712;0.7011721443346357;0.9068062827225131;0.7641509433962265;0.04307814754016814;0.03643724696356275;45073.0;15011.0;19237.0;6426.0;89.0;75.0;866.0;243.0
2;_scaled;5;50;0.75;0.7773576695342668;0.7591626538844407;0.084954782132091;0.08151093439363817;0.7441967363824408;0.7451620317168467;0.8115183246073299;0.7735849056603774;0.0448235974551764;0.04302203567681007;47795.0;15965.0;16515.0;5472.0;180.0;72.0;775.0;246.0
2;_scaled;5;50;;0.780051224394926;0.7638851359974511;0.0832982308340354;0.08071748878923765;0.7332414004443423;0.7361526085957251;0.8282722513089005;0.7924528301886793;0.04385429949548151;0.042524468444144446;47064.0;15763.0;17246.0;5674.0;164.0;66.0;791.0;252.0
2;_scaled;5;60;0.75;0.7808369717687803;0.7508455374429034;0.08202604326873782;0.07645875251509054;0.7256416149544166;0.7257182256952425;0.837696335078534;0.7767295597484277;0.04312435987278314;0.04020836724727332;46559.0;15541.0;17751.0;5896.0;155.0;71.0;800.0;247.0
2;_scaled;5;60;;0.7827967200756154;0.7628876981343312;0.08143338869595854;0.07855822550831794;0.720355473837432;0.7250287290278097;0.8471204188481676;0.8018867924528302;0.042772549434281486;0.0413022351797862;46205.0;15518.0;18105.0;5919.0;146.0;63.0;809.0;255.0
2;_scaled;5;70;0.75;0.7793587344024892;0.762871268537939;0.07648307039394779;0.0747159090909091;0.6932505937332414;0.7005745805561939;0.8680628272251308;0.8270440251572327;0.04000386044491628;0.039125260339184766;44416.0;14978.0;19894.0;6459.0;126.0;55.0;829.0;263.0
2;_scaled;5;70;;0.7796326448868007;0.7544622490415824;0.07213992802744999;0.06887722442709;0.6602466865854593;0.6656860491840956;0.9026178010471204;0.8459119496855346;0.03757137253192695;0.03590017349526224;42229.0;14213.0;22081.0;7224.0;93.0;49.0;862.0;269.0
2;_scaled;5;80;0.75;0.7765739981649749;0.7496423628928179;0.0721789223991867;0.0684400826446281;0.6643836665900559;0.6683980694093312;0.8921465968586387;0.8333333333333334;0.03761091246192557;0.03568542957177485;42509.0;14276.0;21801.0;7161.0;103.0;53.0;852.0;265.0
2;_scaled;5;80;;0.7778704019551892;0.7602480340961066;0.07134295044020998;0.06932321315623023;0.6557572971730636;0.6618248678464721;0.9036649214659686;0.8616352201257862;0.03713744728462002;0.03611440622116779;41935.0;14124.0;22375.0;7313.0;92.0;44.0;863.0;274.0
2;_scaled;6;50;0.75;0.7744891197007949;0.7275075158068853;0.0928408803440425;0.08224442736356649;0.7802191067187619;0.7804642610894047;0.768586387434555;0.6729559748427673;0.04940432119539611;0.04379860826852231;50187.0;16765.0;14123.0;4672.0;221.0;104.0;734.0;214.0
2;_scaled;6;50;;0.7924456229275573;0.767239707517978;0.08561823720979095;0.08144941478274811;0.7332720447406726;0.7366582394851758;0.8534031413612565;0.7987421383647799;0.045069955206547586;0.04291265416455482;47042.0;15772.0;17268.0;5665.0;140.0;64.0;815.0;254.0
2;_scaled;6;60;0.75;0.7858788541431759;0.7481495433599052;0.0807425961396788;0.0746425884123401;0.7132153527924615;0.7173523327970581;0.8607329842931937;0.779874213836478;0.04235803359785633;0.039197091828670774;45726.0;15358.0;18584.0;6079.0;133.0;70.0;822.0;248.0
2;_scaled;6;60;;0.7950709952854345;0.7595825620958062;0.07837090117465645;0.07324885113493942;0.6886386271355244;0.6940933118823259;0.9047120418848168;0.8270440251572327;0.04095951455390159;0.03832143377531692;44080.0;14837.0;20230.0;6600.0;91.0;55.0;864.0;263.0
2;_scaled;6;70;0.75;0.780055294992107;0.7493912981229479;0.07181656093212256;0.06733668341708543;0.6570137133226078;0.6587451160652723;0.9068062827225131;0.8427672955974843;0.03738882652620672;0.03506935357236326;42014.0;14063.0;22296.0;7374.0;89.0;50.0;866.0;268.0
2;_scaled;6;70;;0.7921305994117173;0.7551852979756684;0.07430444649911742;0.0691516709511568;0.6625143645139049;0.6671110089634567;0.9256544502617801;0.8459119496855346;0.03870572266736722;0.036049316537121415;42355.0;14244.0;21955.0;7193.0;71.0;49.0;884.0;269.0
2;_scaled;6;80;0.75;0.783710935496503;0.7508346821738585;0.07006119566922955;0.06565596275516294;0.6367731555964146;0.6402206389335785;0.9350785340314136;0.8647798742138365;0.03639401719851652;0.03412334036480953;40666.0;13653.0;23644.0;7784.0;62.0;43.0;893.0;275.0
2;_scaled;6;80;;0.7872273208713356;0.7576124041105676;0.07226554525782876;0.06834622100274383;0.6518348272427794;0.6566306596184786;0.9267015706806283;0.8616352201257862;0.03759877644659699;0.03558441558441559;41657.0;14011.0;22653.0;7426.0;70.0;44.0;885.0;274.0
2;_scaled;7;50;0.75;0.8000509231707347;0.7381420121502733;0.09524950578086623;0.08116358412641408;0.7685895962613959;0.764789703516433;0.8324607329842932;0.710691823899371;0.050514677849790315;0.04303942106265473;49367.0;16412.0;14943.0;5025.0;160.0;92.0;795.0;226.0
2;_scaled;7;50;;0.8039431060773201;0.760031148754446;0.08823840219803444;0.08027079303675048;0.7356010112617789;0.7377154677085728;0.8743455497382199;0.7830188679245284;0.04646374714818318;0.042303771661569824;47174.0;15800.0;17136.0;5637.0;120.0;69.0;835.0;249.0
2;_scaled;7;60;0.75;0.8015400290314991;0.7390681573004766;0.08938365462937821;0.07648494711147275;0.7430628974182181;0.7391404274879338;0.8617801047120419;0.7389937106918238;0.04713631156930126;0.040329500600652136;47673.0;15845.0;16637.0;5592.0;132.0;83.0;823.0;235.0
2;_scaled;7;60;;0.8049518000587794;0.7615802249857194;0.07847100175746925;0.0724657348351201;0.6786332643836666;0.6858193518731326;0.9350785340314136;0.839622641509434;0.04095390965374914;0.037866969224223515;43398.0;14653.0;20912.0;6784.0;62.0;51.0;893.0;267.0
2;_scaled;7;70;0.75;0.7971672307157494;0.7487436493008767;0.08046570583540678;0.07226173541963016;0.6998850838887613;0.7002068490002298;0.8973821989528796;0.7987421383647799;0.04212130148432124;0.037842669845053634;44821.0;14979.0;19489.0;6458.0;98.0;64.0;857.0;254.0
2;_scaled;7;70;;0.7980998452358952;0.7554981204248342;0.07488637785097778;0.06892150606253988;0.660047498659312;0.6646747874051943;0.9403141361256544;0.8490566037735849;0.03899600486364426;0.03591858454170547;42180.0;14190.0;22130.0;7247.0;57.0;48.0;898.0;270.0
2;_scaled;7;80;0.75;0.7967278097500573;0.7408930893890331;0.07103133509761056;0.06327052802977437;0.6288822492913506;0.6297862560330958;0.9696335078534032;0.8553459119496856;0.036865992515327656;0.03285024154589372;40118.0;13429.0;24192.0;8008.0;29.0;46.0;926.0;272.0
2;_scaled;7;80;;0.7961015483737558;0.7628232999841865;0.07447472436030789;0.06994785705201577;0.6591588140657321;0.6638473914042748;0.93717277486911;0.8647798742138365;0.038778162911611784;0.03644797879390325;42125.0;14167.0;22185.0;7270.0;60.0;43.0;895.0;275.0
2;_woe_scaled;5;50;0.75;0.7767925892335961;0.7599323511368548;0.08503382652219349;0.08195902048975512;0.7451160652723512;0.7466789243851988;0.8094240837696335;0.7735849056603774;0.04487402763264832;0.04327176781002638;47857.0;15998.0;16453.0;5439.0;182.0;72.0;773.0;246.0
2;_woe_scaled;5;50;;0.780380413588956;0.7684388480153782;0.08328951519612998;0.08154780940198272;0.7328736688883781;0.735968742817743;0.8293193717277487;0.8018867924528302;0.04384653712007972;0.04295822102425876;47039.0;15756.0;17271.0;5681.0;163.0;63.0;792.0;255.0
2;_woe_scaled;5;60;0.75;0.7806037265503072;0.7509155099203957;0.08190008190008191;0.07649427067203468;0.7251819505094614;0.725856125028729;0.837696335078534;0.7767295597484277;0.04305473332974544;0.04022801302931596;46529.0;15544.0;17781.0;5893.0;155.0;71.0;800.0;247.0
2;_woe_scaled;5;60;;0.783278760193793;0.7633075329992844;0.08168829201797345;0.07877664504170528;0.7213054470236727;0.725856125028729;0.8471204188481676;0.8018867924528302;0.042913218756630594;0.041423001949317736;46267.0;15536.0;18043.0;5901.0;146.0;63.0;809.0;255.0
2;_woe_scaled;5;70;0.75;0.7785319554090502;0.7626613511054624;0.07625713759440043;0.074620513548021;0.6926377078066345;0.7001608825557343;0.8670157068062827;0.8270440251572327;0.03988247194258465;0.039072946070420445;44377.0;14969.0;19933.0;6468.0;127.0;55.0;828.0;263.0
2;_woe_scaled;5;70;;0.7818203466357735;0.7561374811022968;0.07213114754098361;0.06881665820213306;0.6574427334712327;0.662882096069869;0.9099476439790576;0.8522012578616353;0.03755401901469317;0.0358560465731675;42039.0;14150.0;22271.0;7287.0;86.0;47.0;869.0;271.0
2;_woe_scaled;5;80;0.75;0.7762682963166795;0.7480563200696616;0.07181298351833165;0.06784434203789043;0.6617482571056462;0.6652723511836359;0.8942408376963351;0.8333333333333334;0.03740855928862412;0.03536162263143849;42335.0;14208.0;21975.0;7229.0;101.0;53.0;854.0;265.0
2;_woe_scaled;5;80;;0.7800581037041621;0.7619232661568212;0.07134071340713408;0.06925972396486826;0.6529533440588371;0.6590209147322454;0.9109947643979057;0.8679245283018868;0.037123959889054835;0.03606900156821746;41745.0;14061.0;22565.0;7376.0;85.0;42.0;870.0;276.0
2;_woe_scaled;6;50;0.75;0.7848484638787417;0.7519733118809747;0.08546824542518837;0.07916598794591953;0.7396460583773845;0.7401516892668352;0.831413612565445;0.7641509433962265;0.04504964539007092;0.04174540456966157;47479.0;15859.0;16831.0;5578.0;161.0;75.0;794.0;243.0
2;_woe_scaled;6;50;;0.7906986040294027;0.7700015666793703;0.08561915332170604;0.08243090350735413;0.7349115145943461;0.7390484945989427;0.8481675392670157;0.8018867924528302;0.04508516085940109;0.04344862838643721;47154.0;15823.0;17156.0;5614.0;145.0;63.0;810.0;255.0
2;_woe_scaled;6;60;0.75;0.7852138813876828;0.7508441438610668;0.08568499433443048;0.07909789181238765;0.7403661993411477;0.7409790852677546;0.831413612565445;0.7610062893081762;0.04517009898737058;0.04171694535424927;47526.0;15878.0;16784.0;5559.0;161.0;76.0;794.0;242.0
2;_woe_scaled;6;60;;0.7953897637506809;0.759839127846611;0.07851690294438385;0.07336122733612273;0.6892668352102965;0.6945989427717766;0.9047120418848168;0.8270440251572327;0.04103928181256828;0.03838295388207823;44121.0;14848.0;20189.0;6589.0;91.0;55.0;864.0;263.0
2;_woe_scaled;6;70;0.75;0.7802781194817967;0.7465169255648335;0.0720233139050791;0.06727595836506728;0.6584693173982993;0.6622385658469317;0.9057591623036649;0.8333333333333334;0.037502709733362234;0.03505291005291005;42110.0;14142.0;22200.0;7295.0;90.0;53.0;865.0;265.0
2;_woe_scaled;6;70;;0.7929799295135391;0.7588141850788166;0.08434105349456855;0.07852338495229158;0.7261932122883629;0.7292116754769019;0.8617801047120419;0.789308176100629;0.04434028338990356;0.04131687242798354;46572.0;15613.0;17738.0;5824.0;132.0;67.0;823.0;251.0
2;_woe_scaled;6;80;0.75;0.7867161759833139;0.758073386312914;0.07342378292098964;0.06954959579109457;0.6620087336244541;0.666697310962997;0.9151832460732985;0.8522012578616353;0.03824610537370909;0.03625418060200669;42332.0;14233.0;21978.0;7204.0;81.0;47.0;874.0;271.0
2;_woe_scaled;6;80;;0.7879270565267549;0.7581721839305052;0.0725320657296234;0.06855141356017012;0.653213820577645;0.657733854286371;0.9267015706806283;0.8616352201257862;0.037743091095189356;0.035695674830640955;41747.0;14035.0;22563.0;7402.0;70.0;44.0;885.0;274.0
2;_woe_scaled;7;50;0.75;0.809784494444042;0.7367343478022335;0.0923605721255128;0.07792647806200237;0.7491457902397917;0.7498046426108941;0.8722513089005236;0.7232704402515723;0.04876192706199145;0.04118173679498657;48060.0;16082.0;16250.0;5355.0;122.0;88.0;833.0;230.0
2;_woe_scaled;7;50;;0.8007600619056419;0.762643454580821;0.08846236328543856;0.08174655285620486;0.7394928368957328;0.7428637094920708;0.8638743455497382;0.7830188679245284;0.04661807085946771;0.043124350536889504;47438.0;15912.0;16872.0;5525.0;130.0;69.0;825.0;249.0
2;_woe_scaled;7;60;0.75;0.7933575588140234;0.7396554420250886;0.07865632600614933;0.06996921354603974;0.6923772312878266;0.6945070098827856;0.8973821989528796;0.7861635220125787;0.04113073526588597;0.03661394258933802;44331.0;14859.0;19979.0;6578.0;98.0;68.0;857.0;250.0
2;_woe_scaled;7;60;;0.8051694955960209;0.761743494099868;0.07856765792715116;0.07253463732681337;0.6790622845322914;0.6861411169846012;0.9350785340314136;0.839622641509434;0.04100656656105065;0.0379045996592845;43426.0;14660.0;20884.0;6777.0;62.0;51.0;893.0;267.0
2;_woe_scaled;7;70;0.75;0.8040636771658223;0.7543414475002514;0.08341820650856006;0.0748159057437408;0.7104267218264001;0.7112387956791543;0.900523560209424;0.7987421383647799;0.04373474369406021;0.039245982694684795;45506.0;15219.0;18804.0;6218.0;95.0;64.0;860.0;254.0
2;_woe_scaled;7;70;;0.8020953398989352;0.7614731392235197;0.08693843594009984;0.0799490364707756;0.7309430782195664;0.734451850149391;0.875392670157068;0.789308176100629;0.045740548230015866;0.042107029021976175;46869.0;15727.0;17441.0;5710.0;119.0;67.0;836.0;251.0
2;_woe_scaled;7;80;0.75;0.7996764689360517;0.7402989834480618;0.07337021890786624;0.0647753561427006;0.6458745116065272;0.6469317398299241;0.9581151832460733;0.8364779874213837;0.03814566223370992;0.03369221025965801;41238.0;13808.0;23072.0;7629.0;40.0;52.0;915.0;266.0
2;_woe_scaled;7;80;;0.7965111318621108;0.7620302785726084;0.07438119325013474;0.06964670127896669;0.6579330422125182;0.6622845322914273;0.9392670157068063;0.8647798742138365;0.03872388188568468;0.036284470246734396;42043.0;14133.0;22267.0;7304.0;58.0;43.0;897.0;275.0
2;_woe_pca;5;50;0.75;0.7598673718026476;0.7280414043432224;0.06822468224682247;0.0638617580766341;0.6517888607982839;0.6563548609515054;0.8712041884816754;0.8018867924528302;0.03550245359505014;0.03325508607198748;41707.0;14024.0;22603.0;7413.0;123.0;63.0;832.0;255.0
2;_woe_pca;5;50;;0.7621411259760273;0.7320599809358004;0.07288775649483598;0.06835232008891358;0.6877805868382747;0.6917490232130544;0.8387434554973822;0.7735849056603774;0.03809931506849315;0.03575581395348837;44087.0;14803.0;20223.0;6634.0;154.0;72.0;801.0;246.0
2;_woe_pca;5;60;0.75;0.7563842432067838;0.727874027829976;0.06699412190997665;0.06322263222632227;0.6449245384202865;0.6499195587221328;0.8712041884816754;0.8081761006289309;0.034836494577733114;0.03289810547875064;41259.0;13882.0;23051.0;7555.0;123.0;61.0;832.0;257.0
2;_woe_pca;5;60;;0.7628851497287761;0.71695282036026;0.06706765734953021;0.06052662933396879;0.6363901018922853;0.6375545851528385;0.8931937172774869;0.7987421383647799;0.03484192467935626;0.03145510835913313;40681.0;13616.0;23629.0;7821.0;102.0;64.0;853.0;254.0
2;_woe_pca;5;70;0.75;0.7644718685099416;0.730992643941601;0.06640310137028366;0.061774268462610304;0.627319390178503;0.6285911284762123;0.9057591623036649;0.8364779874213837;0.034464897601402505;0.032071376898963104;40077.0;13409.0;24233.0;8028.0;90.0;52.0;865.0;266.0
2;_woe_pca;5;70;;0.7699552885605636;0.7299087306581843;0.06911011652755938;0.06304558680892337;0.6462575653106566;0.6447713169386348;0.8973821989528796;0.8176100628930818;0.035938941541558335;0.03278688524590164;41321.0;13767.0;22989.0;7670.0;98.0;58.0;857.0;260.0
2;_woe_pca;5;80;0.75;0.7626267482197243;0.7294628578168059;0.06561471222613237;0.061056482963640524;0.6216501953573891;0.622523557802804;0.9078534031413612;0.839622641509434;0.034037374371859296;0.03168011390602753;39705.0;13276.0;24605.0;8161.0;88.0;51.0;867.0;267.0
2;_woe_pca;5;80;;0.7681165998138922;0.7314275881675221;0.06595378748224034;0.060899966166685464;0.6172220945376542;0.6172374166858193;0.9235602094240838;0.8490566037735849;0.03419797603815285;0.03158264124459001;39401.0;13158.0;24909.0;8279.0;73.0;48.0;882.0;270.0
2;_woe_pca;6;50;0.75;0.7807277576464133;0.7197297155362078;0.07535167099722245;0.06494029249966456;0.6837508618708343;0.6796598483107331;0.8806282722513089;0.7610062893081762;0.039359760378153225;0.03391730903994394;43784.0;14544.0;20526.0;6893.0;114.0;76.0;841.0;242.0
2;_woe_pca;6;50;;0.7921019831135345;0.7232352339735888;0.07455306200076074;0.06369426751592357;0.6644909216272121;0.6621466329579407;0.9235602094240838;0.7861635220125787;0.03884435831938694;0.03319171534784918;42486.0;14155.0;21824.0;7282.0;73.0;68.0;882.0;250.0
2;_woe_pca;6;60;0.75;0.7837962959193892;0.7299416631973813;0.0704225352112676;0.06277811184606134;0.6399908067111009;0.6417834980464261;0.9319371727748691;0.8207547169811321;0.03659389005386292;0.03263723896461173;40879.0;13701.0;23431.0;7736.0;65.0;57.0;890.0;261.0
2;_woe_pca;6;60;;0.7849472979782972;0.7259436236002937;0.07016994283029211;0.061772392492278456;0.6361602696698077;0.6369570213743967;0.9382198952879581;0.8176100628930818;0.03644795183663507;0.03209876543209877;40623.0;13597.0;23687.0;7840.0;59.0;58.0;896.0;260.0
2;_woe_pca;6;70;0.75;0.7795060900204425;0.7332440854186452;0.07113364130656964;0.06415792720542875;0.6518654715391098;0.6513445185014939;0.9109947643979057;0.8176100628930818;0.037011826767633794;0.0333889816360601;41674.0;13910.0;22636.0;7527.0;85.0;58.0;870.0;260.0
2;_woe_pca;6;70;;0.7914902537691695;0.7262070105674576;0.07456679235690379;0.06443332049801052;0.6653183176281314;0.6649505860721673;0.9214659685863874;0.789308176100629;0.03885552808194984;0.03358758196172889;42542.0;14215.0;21768.0;7222.0;75.0;67.0;880.0;251.0
2;_woe_pca;6;80;0.75;0.7811209366281289;0.7348630607809985;0.07115267330758285;0.06441263573543929;0.6499655251666283;0.6514824178349805;0.9162303664921466;0.8207547169811321;0.037013536379018615;0.03352170562548163;41545.0;13912.0;22765.0;7525.0;80.0;57.0;875.0;261.0
2;_woe_pca;6;80;;0.7853097439512962;0.7242958230978415;0.07108303682085317;0.06232501521606817;0.643989887382211;0.6459204780510227;0.930890052356021;0.8050314465408805;0.03695236511763239;0.032417373686209956;41141.0;13796.0;23169.0;7641.0;66.0;62.0;889.0;256.0
2;_woe_pca;7;50;0.75;0.8032134108266487;0.728031722616777;0.08369591786849181;0.0701702442635085;0.712816976940167;0.7112847621236498;0.8963350785340314;0.7452830188679245;0.043897435897435895;0.03681839366164362;45666.0;15237.0;18644.0;6200.0;99.0;81.0;856.0;237.0
2;_woe_pca;7;50;;0.80958792530617;0.7414472948816233;0.08138575749243883;0.06994171523730225;0.6928522178809469;0.6919328889910366;0.9298429319371728;0.7924528301886793;0.04255523074711266;0.036585365853658534;44331.0;14801.0;19979.0;6636.0;67.0;66.0;888.0;252.0
2;_woe_pca;7;60;0.75;0.8014339492689615;0.7216326882076279;0.0797663594049466;0.06600027386005752;0.6910135601011261;0.6864628820960699;0.9151832460732985;0.7578616352201258;0.04170046280834009;0.0345025053686471;44225.0;14693.0;20085.0;6744.0;81.0;77.0;874.0;241.0
2;_woe_pca;7;60;;0.804727835801879;0.7282526420111235;0.08150499486509197;0.06791503633314701;0.6985214127020608;0.6934038152148931;0.9141361256544502;0.7641509433962265;0.04265402843601896;0.03553670663936823;44716.0;14842.0;19594.0;6595.0;82.0;75.0;873.0;243.0
2;_woe_pca;7;70;0.75;0.786482890058869;0.7241819894656949;0.0680986358090872;0.059748427672955975;0.6137746112004903;0.6151689266835211;0.9643979057591623;0.8364779874213837;0.03529547022303978;0.030980666200791988;39137.0;13117.0;25173.0;8320.0;34.0;52.0;921.0;266.0
2;_woe_pca;7;70;;0.8081846276339817;0.7439457670758516;0.07701067015309351;0.06732622382114865;0.6646747874051943;0.6663295794070329;0.956020942408377;0.8238993710691824;0.040121286693619265;0.03509711989283322;42467.0;14234.0;21843.0;7203.0;42.0;56.0;913.0;262.0
2;_woe_pca;7;80;0.75;0.801048667245777;0.7358549976631834;0.0771999826516893;0.06665795320873089;0.6739906534896193;0.671753619857504;0.9319371727748691;0.8018867924528302;0.04026784906343318;0.034774307923087416;43098.0;14359.0;21212.0;7078.0;65.0;63.0;890.0;255.0
2;_woe_pca;7;80;;0.799072840080077;0.7283926603125203;0.07266832720515559;0.06255262841332852;0.640619014785873;0.6417834980464261;0.962303664921466;0.8176100628930818;0.03775988166652971;0.032520325203252036;40891.0;13702.0;23419.0;7735.0;36.0;58.0;919.0;260.0
3;_pca;5;50;0.75;0.7675704477901135;0.7194196069043032;0.07557699583806282;0.06763983234571469;0.7005132919635333;0.7034704665594116;0.8366492146596859;0.7358490566037735;0.039576006736341575;0.03544917436752007;44920.0;15070.0;19390.0;6367.0;156.0;84.0;799.0;234.0
3;_pca;5;50;;0.7525715183571722;0.7105275279354482;0.07990779869381483;0.07215104517869184;0.7431241860108787;0.7470006894966674;0.762303664921466;0.6729559748427673;0.04216379010772617;0.03811898824367652;47772.0;16037.0;16538.0;5400.0;227.0;104.0;728.0;214.0
3;_pca;5;60;0.75;0.7676900419352921;0.7218371046591695;0.07460545193687232;0.0671462829736211;0.6936336474373708;0.6960239025511377;0.8439790575916231;0.7484276729559748;0.039027697075343794;0.03514990400236302;44464.0;14904.0;19846.0;6533.0;149.0;80.0;806.0;238.0
3;_pca;5;60;;0.7576210127482963;0.7129079857520193;0.07917329093799681;0.0709656513285807;0.7337623534819582;0.7364284072626982;0.7821989528795812;0.6886792452830188;0.04169690203739883;0.037410317731465664;47142.0;15802.0;17168.0;5635.0;208.0;99.0;747.0;219.0
