dataset;data_variant;n_estimators;max_depth;max_features;class_weight;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
3;_woe_scaled;50;8;0.85;50;0.8318409031515378;0.7389637853555379;0.11540632054176071;0.09265734265734266;0.8078602620087336;0.8091473224546082;0.856544502617801;0.6666666666666666;0.06187126541108842;0.0497886331611085;51907.0;17391.0;12403.0;4046.0;137.0;106.0;818.0;212.0
3;_woe_scaled;50;8;0.85;55;0.826315800185782;0.7584628557631063;0.10844327176781002;0.09341219661431777;0.792905845399525;0.7956791542174213;0.8607329842931937;0.720125786163522;0.05786694825765575;0.04994547437295529;50927.0;17081.0;13383.0;4356.0;133.0;89.0;822.0;229.0
3;_woe_scaled;100;5;0.65;20;0.6182147419119269;0.5872971201557995;0.16052880075542963;0.12720156555772993;0.9591358308434843;0.9589979315099977;0.2670157068062827;0.20440251572327045;0.11476147614761475;0.09232954545454546;62343.0;20798.0;1967.0;639.0;700.0;253.0;255.0;65.0
3;_woe_scaled;100;5;0.65;25;0.7021555440312427;0.668955294774831;0.13814616755793227;0.12241141279337323;0.9111008963456677;0.9123419903470467;0.4869109947643979;0.41823899371069184;0.08049160463908603;0.07169811320754717;58998.0;19715.0;5312.0;1722.0;490.0;185.0;465.0;133.0
3;_woe_scaled;100;5;0.65;30;0.752132748687029;0.7135691303139843;0.11486988847583642;0.10214446952595937;0.8540718608748946;0.8537347736152608;0.6471204188481675;0.5691823899371069;0.0630290668026517;0.05610663360198388;55123.0;18392.0;9187.0;3045.0;337.0;137.0;618.0;181.0
3;_woe_scaled;100;5;0.65;35;0.772792413383798;0.7445437603766837;0.10177858439201451;0.09467195068251873;0.8104190607523175;0.8109859802344289;0.7340314136125654;0.6761006289308176;0.0546801872074883;0.050899621212121215;52191.0;17428.0;12119.0;4009.0;254.0;103.0;701.0;215.0
3;_woe_scaled;100;5;0.65;40;0.7805564669170355;0.7517262811637905;0.09555125725338491;0.08981206726013849;0.7850609055389566;0.7885083888761204;0.7759162303664922;0.7138364779874213;0.050910340089316386;0.04792062486805995;50496.0;16927.0;13814.0;4510.0;214.0;91.0;741.0;227.0
3;_woe_scaled;100;5;0.65;45;0.7806040929040536;0.761427811140616;0.09071351738974542;0.08754578754578754;0.7668581935187313;0.770995173523328;0.7947643979057591;0.7515723270440252;0.048101907598707146;0.04647996888370284;49290.0;16534.0;15020.0;4903.0;196.0;79.0;759.0;239.0
3;_woe_scaled;100;5;0.65;50;0.7811880200696724;0.763771229018892;0.08753675638995702;0.08492201039861351;0.7527618172067724;0.7572971730636635;0.8104712041884817;0.7704402515723271;0.04626696156375157;0.04493763756419662;48355.0;16230.0;15955.0;5207.0;181.0;73.0;774.0;245.0
3;_woe_scaled;100;5;0.65;55;0.7863696867512646;0.7661283626762991;0.08659095872461238;0.08318083513558476;0.7436604611966597;0.7466789243851988;0.8303664921465969;0.7861635220125787;0.045677092333390935;0.04391357807834182;47742.0;15994.0;16568.0;5443.0;162.0;68.0;793.0;250.0
3;_woe_scaled;100;5;0.75;20;0.62238254495364;0.5900685876972249;0.16216216216216214;0.12884615384615383;0.9582011798054088;0.9583544012870604;0.2764397905759162;0.21069182389937108;0.11473272490221642;0.09279778393351801;62273.0;20782.0;2037.0;655.0;691.0;251.0;264.0;67.0
3;_woe_scaled;100;5;0.75;25;0.7056573566681673;0.6673226036333465;0.13639626704953337;0.1185911725367811;0.9078372787864859;0.9091243392323604;0.4973821989528796;0.41823899371069184;0.07903494176372712;0.06909090909090909;58775.0;19645.0;5535.0;1792.0;480.0;185.0;475.0;133.0
3;_woe_scaled;100;5;0.75;30;0.7558474535565215;0.7239045199873374;0.11097518350227194;0.10092470277410831;0.8441124645675324;0.8435761893817513;0.6649214659685864;0.60062893081761;0.06053961292782915;0.05509085664839919;54456.0;18161.0;9854.0;3276.0;320.0;127.0;635.0;191.0
3;_woe_scaled;100;5;0.75;35;0.7681845787868155;0.7457717260141828;0.0972568578553616;0.09195884946462313;0.8003217651114686;0.8011951275568835;0.7350785340314137;0.6886792452830188;0.052073288331726135;0.049268841394825645;51531.0;17211.0;12779.0;4226.0;253.0;99.0;702.0;219.0
3;_woe_scaled;100;5;0.75;40;0.7794034702655088;0.7594671881889978;0.09325;0.08996539792387544;0.7777062744196737;0.7823948517582165;0.7811518324607329;0.7358490566037735;0.049584579594549684;0.04791154791154791;50011.0;16787.0;14299.0;4650.0;209.0;84.0;746.0;234.0
3;_woe_scaled;100;5;0.75;45;0.7801299904503791;0.766387642244365;0.08964705882352941;0.08802753124433979;0.7628744349957864;0.7685589519650655;0.7979057591623037;0.7641509433962265;0.04749143035213462;0.046703824716509704;49027.0;16477.0;15283.0;4960.0;193.0;75.0;762.0;243.0
3;_woe_scaled;100;5;0.75;50;0.7835983834844474;0.7658800117236906;0.08840093293133852;0.08559498956158662;0.7544625756531066;0.758400367731556;0.8136125654450261;0.7735849056603774;0.046739653512993265;0.045303867403314914;48463.0;16253.0;15847.0;5184.0;178.0;72.0;777.0;246.0
3;_woe_scaled;100;5;0.75;55;0.7867246835314221;0.7666085616387115;0.08702340402153609;0.08409321175278622;0.7453765417911591;0.7506780050563089;0.8293193717277487;0.7830188679245284;0.04592102974430336;0.04443254817987152;47855.0;16082.0;16455.0;5355.0;163.0;69.0;792.0;249.0
3;_woe_scaled;100;5;0.85;20;0.6160894017117675;0.5811011086163552;0.15801070192005037;0.12031558185404341;0.9590132536581629;0.9589979315099977;0.2628272251308901;0.1918238993710692;0.11296129612961296;0.08764367816091954;62339.0;20802.0;1971.0;635.0;704.0;257.0;251.0;61.0
3;_woe_scaled;100;5;0.85;25;0.708319323694702;0.6647006894269386;0.1357555273905084;0.11543506777437691;0.9059679767103348;0.9070098827855665;0.5047120418848168;0.41509433962264153;0.0784249918646274;0.0670391061452514;58646.0;19600.0;5664.0;1837.0;473.0;186.0;482.0;132.0
3;_woe_scaled;100;5;0.85;30;0.7574263974970713;0.7343702462356421;0.10728795290606086;0.10121457489878541;0.8350264307055849;0.8367271891519191;0.6774869109947644;0.6289308176100629;0.058256798127138486;0.0550357732526142;53851.0;18003.0;10459.0;3434.0;308.0;118.0;647.0;200.0
3;_woe_scaled;100;5;0.85;35;0.768884640090009;0.7473303372790769;0.09596096503117374;0.09145458307469481;0.7956025434765954;0.7981613422201793;0.7413612565445026;0.6949685534591195;0.051300630389102236;0.04894795127353267;51217.0;17143.0;13093.0;4294.0;247.0;97.0;708.0;221.0
3;_woe_scaled;100;5;0.85;40;0.7762053648842606;0.7598362673365248;0.09117053172612127;0.08867180161563029;0.772420133302689;0.7770167777522409;0.7801047120418848;0.7421383647798742;0.04841434884325448;0.047152847152847156;49667.0;16668.0;14643.0;4769.0;210.0;82.0;745.0;236.0
3;_woe_scaled;100;5;0.85;45;0.780485150054424;0.7606443981090708;0.08940377976712889;0.08629989212513484;0.7615414081054164;0.7663985290737761;0.8;0.7547169811320755;0.0473475458601884;0.04576659038901602;48938.0;16433.0;15372.0;5004.0;191.0;78.0;764.0;240.0
3;_woe_scaled;100;5;0.85;50;0.7816675771235695;0.7630248559256421;0.08739230812545751;0.08445363667700793;0.7516739446870451;0.7558262468398069;0.812565445026178;0.7704402515723271;0.0461794810759343;0.04467541940189643;48282.0;16198.0;16028.0;5239.0;179.0;73.0;776.0;245.0
3;_woe_scaled;100;5;0.85;55;0.7832334544471681;0.7659554851821178;0.08617948577380626;0.08369747899159664;0.7445951122347353;0.7493909446104344;0.8230366492146597;0.7830188679245284;0.04547032280458174;0.04421164772727273;47810.0;16054.0;16500.0;5383.0;169.0;69.0;786.0;249.0
3;_woe_scaled;100;6;0.65;20;0.6529410878752379;0.6014206319937638;0.1801156706141559;0.1300256629597947;0.9543859649122807;0.953252125948058;0.3424083769633508;0.2389937106918239;0.12219730941704036;0.08930669800235018;61961.0;20662.0;2349.0;775.0;628.0;242.0;327.0;76.0
3;_woe_scaled;100;6;0.65;25;0.728102629524367;0.6609441062196878;0.15765069551777436;0.12060778727445395;0.9164942924998085;0.9148701447943002;0.5340314136125655;0.39937106918238996;0.09247506799637353;0.07102908277404922;59305.0;19776.0;5005.0;1661.0;445.0;191.0;510.0;127.0
3;_woe_scaled;100;6;0.65;30;0.7696686371070754;0.7017217776940651;0.12996021626032844;0.1046115753636645;0.8693173982992416;0.8670190760744656;0.6670157068062827;0.5314465408805031;0.07199367088607594;0.058015791280466876;56099.0;18693.0;8211.0;2744.0;318.0;149.0;637.0;169.0
3;_woe_scaled;100;6;0.65;35;0.78436947670845;0.7389761075528322;0.11137366099558915;0.09891956782713085;0.827135524400521;0.82748793380832;0.7403141361256544;0.6477987421383647;0.0602163359168725;0.05354821939173382;53276.0;17796.0;11034.0;3641.0;248.0;112.0;707.0;206.0
3;_woe_scaled;100;6;0.65;40;0.7971669864799185;0.7497560498321394;0.10465196654454968;0.09346584901670542;0.8015322148165173;0.8029418524477132;0.7926701570680629;0.6949685534591195;0.0560242747187685;0.05010201768306506;51555.0;17247.0;12755.0;4190.0;198.0;97.0;757.0;221.0
3;_woe_scaled;100;6;0.65;45;0.7938684594662145;0.7645244233285012;0.09819088410151505;0.09215150331901603;0.7838504558339079;0.78625603309584;0.8041884816753927;0.7421383647798742;0.05228758169934641;0.049125728559533725;50390.0;16869.0;13920.0;4568.0;187.0;82.0;768.0;236.0
3;_woe_scaled;100;6;0.65;50;0.7951079563078383;0.762584410718786;0.09540679208404591;0.08910520404342943;0.7730789856737915;0.7763272810848081;0.8178010471204189;0.7484276729559748;0.05065836414347798;0.047372611464968156;49674.0;16651.0;14636.0;4786.0;174.0;80.0;781.0;238.0
3;_woe_scaled;100;6;0.65;55;0.7980607267969854;0.7667471130118589;0.09303952430919903;0.08754933620380337;0.7616180188462423;0.766214663295794;0.8356020942408376;0.7672955974842768;0.04926230014198407;0.04642313546423135;48909.0;16425.0;15401.0;5012.0;157.0;74.0;798.0;244.0
3;_woe_scaled;100;6;0.75;20;0.6485684930893472;0.6101919094212881;0.18062678062678061;0.14273127753303966;0.9559335018769631;0.9552746495058607;0.3319371727748691;0.25471698113207547;0.12407045009784735;0.09914320685434516;62072.0;20701.0;2238.0;736.0;638.0;237.0;317.0;81.0
3;_woe_scaled;100;6;0.75;25;0.7271023209731008;0.6693051571622919;0.15329233538323084;0.12326227988878592;0.9135064736075997;0.9130314870144794;0.5350785340314136;0.41823899371069184;0.08946078431372549;0.07228260869565217;59109.0;19730.0;5201.0;1707.0;444.0;185.0;511.0;133.0
3;_woe_scaled;100;6;0.75;30;0.7655737791668464;0.7067378654961753;0.12459531050721083;0.10363311494937462;0.8632804719221635;0.86164100206849;0.6649214659685864;0.5471698113207547;0.06873782203940247;0.057236842105263155;55707.0;18571.0;8603.0;2866.0;320.0;144.0;635.0;174.0
3;_woe_scaled;100;6;0.75;35;0.7819437264363306;0.7364337742039494;0.10870233702337023;0.09639681796911558;0.8223550141729871;0.8224775913583084;0.7403141361256544;0.6477987421383647;0.05865759561934788;0.052072800808897875;52964.0;17687.0;11346.0;3750.0;248.0;112.0;707.0;206.0
3;_woe_scaled;100;6;0.75;40;0.7884636426471582;0.7525371257535978;0.10123826370934823;0.09304257528556593;0.7975944227380679;0.7992645368880718;0.7790575916230367;0.7044025157232704;0.05413665138616023;0.04981098510117856;51311.0;17164.0;12999.0;4273.0;211.0;94.0;744.0;224.0
3;_woe_scaled;100;6;0.75;45;0.7930393602323823;0.7592106224381932;0.0963614803719653;0.08977556109725686;0.7781506167164637;0.7818892208687658;0.8083769633507853;0.7358490566037735;0.05123440403504115;0.04780388151174668;50014.0;16776.0;14296.0;4661.0;183.0;84.0;772.0;234.0
3;_woe_scaled;100;6;0.75;50;0.7949423644145139;0.7582131845750734;0.09393486704511503;0.08679728987364951;0.7676702673714855;0.7707653413008504;0.8230366492146597;0.7452830188679245;0.04980988593155893;0.04608205327629788;49316.0;16531.0;14994.0;4906.0;169.0;81.0;786.0;237.0
3;_woe_scaled;100;6;0.75;55;0.7988721189330803;0.763402149871365;0.0925936616059574;0.08603292618162506;0.7591511529916495;0.7626752470696392;0.8397905759162304;0.7641509433962265;0.0489980449657869;0.04558244231851435;48744.0;16349.0;15566.0;5088.0;153.0;75.0;802.0;243.0
3;_woe_scaled;100;6;0.85;20;0.6501391737176193;0.6033194972660858;0.1821804725306006;0.13321799307958476;0.9559794683214586;0.9539416226154906;0.33507853403141363;0.24213836477987422;0.12509773260359655;0.09188544152744631;62072.0;20676.0;2238.0;761.0;635.0;241.0;320.0;77.0
3;_woe_scaled;100;6;0.85;25;0.7309176102989365;0.6608370938039004;0.15439535921463632;0.11748508490133089;0.9128935876809928;0.9116065272351184;0.543455497382199;0.4025157232704403;0.08997919556171984;0.06878022568511553;59061.0;19704.0;5249.0;1733.0;436.0;190.0;519.0;128.0
3;_woe_scaled;100;6;0.85;30;0.7708563559525564;0.7212812121990927;0.12274912793438296;0.10610840263837111;0.8574274113230675;0.8567225925074695;0.6816753926701571;0.5817610062893082;0.06744716121011189;0.05837803723572105;55309.0;18453.0;9001.0;2984.0;304.0;133.0;651.0;185.0
3;_woe_scaled;100;6;0.85;35;0.7808451536691142;0.7391778101871126;0.10555184938106887;0.09480812641083519;0.8151076380908603;0.8156745575729717;0.7455497382198953;0.660377358490566;0.05679642629227824;0.051070038910505836;52486.0;17535.0;11824.0;3902.0;243.0;108.0;712.0;210.0
3;_woe_scaled;100;6;0.85;40;0.7914758031491768;0.7543385869901654;0.0996118165668794;0.09184705644345538;0.7903164023596109;0.7936566306596184;0.7926701570680629;0.7138364779874213;0.05314518393709632;0.04908108108108108;50823.0;17039.0;13487.0;4398.0;198.0;91.0;757.0;227.0
3;_woe_scaled;100;6;0.85;45;0.7901314070181981;0.7607225853847591;0.09498517786561264;0.08930936613055819;0.7754692407875584;0.7787635026430706;0.8052356020942408;0.7421383647798742;0.05046925247752182;0.04751358969196698;49842.0;16706.0;14468.0;4731.0;186.0;82.0;769.0;236.0
3;_woe_scaled;100;6;0.85;50;0.7923869249162068;0.7586659519792236;0.09263307142435163;0.08638838475499094;0.7646671263311117;0.768604918409561;0.8209424083769633;0.7484276729559748;0.049085900325569747;0.045839753466872114;49122.0;16483.0;15188.0;4954.0;171.0;80.0;784.0;238.0
3;_woe_scaled;100;6;0.85;55;0.7950207641162204;0.771320041789852;0.0909660872043317;0.08706293706293707;0.7556270589136597;0.7599632268444035;0.8356020942408376;0.7830188679245284;0.04810126582278481;0.046094039244724175;48518.0;16284.0;15792.0;5153.0;157.0;69.0;798.0;249.0
3;_woe_scaled;100;7;0.65;20;0.6795467145803091;0.6061142889666752;0.20794263651406508;0.1346973572037511;0.9559947904696239;0.953344058837049;0.3947643979057592;0.24842767295597484;0.14114563833770125;0.09239766081871345;62016.0;20661.0;2294.0;776.0;578.0;239.0;377.0;79.0
3;_woe_scaled;100;7;0.65;25;0.747157257752656;0.6447762831734821;0.19680653546230967;0.1263395375070502;0.9337163870374626;0.9287979774764422;0.5549738219895288;0.3522012578616352;0.11961182577296321;0.07697594501718213;60409.0;20094.0;3901.0;1343.0;425.0;206.0;530.0;112.0
3;_woe_scaled;100;7;0.65;30;0.7856775224066022;0.6830898085746652;0.1545639430553894;0.10989010989010989;0.8917183789167241;0.8883015398758906;0.6764397905759162;0.4716981132075472;0.08725013506212857;0.06218905472636816;57552.0;19175.0;6758.0;2262.0;309.0;168.0;646.0;150.0
3;_woe_scaled;100;7;0.65;35;0.8014276398433309;0.717600102450269;0.1326235173251144;0.10433295324971494;0.8577032099900406;0.8555734313950816;0.743455497382199;0.5754716981132075;0.07280557834290402;0.05736677115987461;55268.0;18430.0;9042.0;3007.0;245.0;135.0;710.0;183.0
3;_woe_scaled;100;7;0.65;40;0.8134994435493654;0.7458155871688373;0.12141086139326562;0.10252636742702967;0.8316862024055772;0.8318087795908986;0.7947643979057591;0.6572327044025157;0.06572566678212678;0.0555998935887204;53521.0;17887.0;10789.0;3550.0;196.0;109.0;759.0;209.0
3;_woe_scaled;100;7;0.65;45;0.8125752144594125;0.75944107686616;0.11218596592549812;0.09913697720734675;0.8115682218647055;0.8128706044587451;0.8136125654450261;0.7044025157232704;0.0602465689695278;0.05332063794334682;52190.0;17460.0;12120.0;3977.0;178.0;94.0;777.0;224.0
3;_woe_scaled;100;7;0.65;50;0.8189260787693119;0.7600022502679344;0.10842560086416418;0.09468678933223072;0.7976557113307285;0.7987129395541255;0.8408376963350785;0.720125786163522;0.057949051021144546;0.050674928081433944;51256.0;17147.0;13054.0;4290.0;152.0;89.0;803.0;229.0
3;_woe_scaled;100;7;0.65;55;0.819999820893724;0.7617529557870759;0.10421045926492133;0.09169278996865204;0.7845246303531755;0.7868995633187773;0.856544502617801;0.7358490566037735;0.05548019533369506;0.048892603426661095;50384.0;16885.0;13926.0;4552.0;137.0;84.0;818.0;234.0
3;_woe_scaled;100;7;0.75;20;0.6796737579183292;0.602246585944539;0.20554649265905384;0.1281198003327787;0.9552286830613652;0.9518271661686969;0.3958115183246073;0.24213836477987422;0.13881748071979436;0.08710407239819004;61965.0;20630.0;2345.0;807.0;577.0;241.0;378.0;77.0
3;_woe_scaled;100;7;0.75;25;0.753486954957214;0.6499789642489049;0.18890037917959326;0.1236786469344609;0.927893970734697;0.9237876350264307;0.5738219895287958;0.36792452830188677;0.11305962451000619;0.07433290978398983;60011.0;19980.0;4299.0;1457.0;407.0;201.0;548.0;117.0
3;_woe_scaled;100;7;0.75;30;0.7812873833468613;0.6980159502042405;0.14390569395017794;0.11130195809000341;0.8820501034245001;0.8810848080900943;0.6774869109947644;0.5094339622641509;0.08050267512753514;0.062475896644812956;56920.0;19006.0;7390.0;2431.0;308.0;156.0;647.0;162.0
3;_woe_scaled;100;7;0.75;35;0.798071554585487;0.7174560500961865;0.12688498260016062;0.1013420980553273;0.8500727802037845;0.8491840956102046;0.7445026178010471;0.5817610062893082;0.06935232149824425;0.0555055505550555;54769.0;18289.0;9541.0;3148.0;244.0;133.0;711.0;185.0
3;_woe_scaled;100;7;0.75;40;0.8050166039659015;0.7410478503193355;0.11557130749672548;0.09874198908141467;0.8241170612119819;0.8254654102505171;0.7853403141361257;0.6540880503144654;0.062375249500998;0.053401797175866496;53036.0;17750.0;11274.0;3687.0;205.0;110.0;750.0;208.0
3;_woe_scaled;100;7;0.75;45;0.8117358573206841;0.7528444472218286;0.10897703549060542;0.09517684887459808;0.803815214893128;0.8059756377844174;0.8198952879581152;0.6981132075471698;0.05836749906820723;0.05106970324361629;51678.0;17312.0;12632.0;4125.0;172.0;96.0;783.0;222.0
3;_woe_scaled;100;7;0.75;50;0.8118817475236522;0.7617803873453382;0.10412856022994514;0.09343536045106725;0.7898720600628208;0.7930590668811768;0.8345549738219895;0.7295597484276729;0.05552846094893054;0.04991394148020654;50754.0;17021.0;13556.0;4416.0;158.0;86.0;797.0;232.0
3;_woe_scaled;100;7;0.75;55;0.8149926607132826;0.7584409251857791;0.10100384186392365;0.08921082729698818;0.7777062744196737;0.7803723282004137;0.8534031413612565;0.7358490566037735;0.05367845616808272;0.04748376623376623;49942.0;16743.0;14368.0;4694.0;140.0;84.0;815.0;234.0
3;_woe_scaled;100;7;0.85;20;0.6785177897308602;0.6052746192367691;0.2037940379403794;0.130686517783292;0.9549835286907224;0.9516892668352103;0.393717277486911;0.24842767295597484;0.13747714808043876;0.08866442199775533;61951.0;20625.0;2359.0;812.0;579.0;239.0;376.0;79.0
3;_woe_scaled;100;7;0.85;25;0.7486481953821518;0.6505812849880724;0.1768818078361242;0.11882176734897652;0.9224239638397304;0.9188692254654103;0.5696335078534032;0.3742138364779874;0.10469591993841416;0.07062314540059347;59658.0;19871.0;4652.0;1566.0;411.0;199.0;544.0;119.0
3;_woe_scaled;100;7;0.85;30;0.7815935736668184;0.7039046402754539;0.13869154914643197;0.10948191593352884;0.8755381904543017;0.8743737071937485;0.6848167539267016;0.5283018867924528;0.07715903728173666;0.061068702290076333;56488.0;18854.0;7822.0;2583.0;301.0;150.0;654.0;168.0
3;_woe_scaled;100;7;0.85;35;0.800285389568362;0.7330352681823555;0.12369367825937982;0.10357518401682439;0.8432544242702827;0.8432544242702827;0.7560209424083769;0.6194968553459119;0.06735702957365426;0.05651176133103844;54313.0;18148.0;9997.0;3289.0;233.0;121.0;722.0;197.0
3;_woe_scaled;100;7;0.85;40;0.8068546007110519;0.7375259022855621;0.11321316847907045;0.09532538955087076;0.8175745039454532;0.8185244771316939;0.7958115183246073;0.6540880503144654;0.0609413840109053;0.0514087988136431;52599.0;17599.0;11711.0;3838.0;195.0;110.0;760.0;208.0
3;_woe_scaled;100;7;0.85;45;0.8099011577592502;0.7525371257535978;0.10613733036256835;0.09304257528556593;0.7971500804412779;0.7992645368880718;0.8230366492146597;0.7044025157232704;0.056726327944572746;0.04981098510117856;51240.0;17164.0;13070.0;4273.0;169.0;94.0;786.0;224.0
3;_woe_scaled;100;7;0.85;50;0.8100650807077302;0.7589348399273224;0.10224215246636771;0.09119496855345911;0.785275415613269;0.7874511606527235;0.8356020942408376;0.7295597484276729;0.054452405322415555;0.04863731656184486;50453.0;16899.0;13857.0;4538.0;157.0;86.0;798.0;232.0
3;_woe_scaled;100;7;0.85;55;0.8132926165065972;0.7662421963084457;0.09936073059360731;0.09019165727170236;0.7733394621925994;0.7774304757527005;0.8544502617801047;0.7547169811320755;0.05274725274725275;0.047961630695443645;49656.0;16673.0;14654.0;4764.0;139.0;78.0;816.0;240.0
3;_woe_scaled;100;8;0.65;20;0.7110274919992412;0.5986628802314695;0.25440658049353704;0.13493530499075787;0.9611123879567915;0.9569754079521949;0.45340314136125653;0.22955974842767296;0.17680685994283382;0.09554973821989529;62294.0;20746.0;2016.0;691.0;522.0;245.0;433.0;73.0
3;_woe_scaled;100;8;0.65;25;0.7657690457136204;0.6309463770246176;0.233172572866429;0.12944983818770228;0.9439669041599632;0.9381751321535279;0.5821989528795811;0.31446540880503143;0.1457787100157315;0.08149959250203749;61052.0;20310.0;3258.0;1127.0;399.0;218.0;556.0;100.0
3;_woe_scaled;100;8;0.65;30;0.8055873831026256;0.6675983861442172;0.18590369853454292;0.11402027027027027;0.9106259097525473;0.9035623994484027;0.6973821989528796;0.42452830188679247;0.1072463768115942;0.06585365853658537;58766.0;19522.0;5544.0;1915.0;289.0;183.0;666.0;135.0
3;_woe_scaled;100;8;0.65;35;0.8257564187211649;0.6985249743067516;0.15925363419396832;0.10839391936549901;0.8812533517199111;0.8759825327510917;0.768586387434555;0.5157232704402516;0.08882972286094638;0.060561299852289516;56781.0;18893.0;7529.0;2544.0;221.0;154.0;734.0;164.0
3;_woe_scaled;100;8;0.65;40;0.8340389035113784;0.7240389639613869;0.14079651637485258;0.10520425293788473;0.8548839347276488;0.8529993105033326;0.812565445026178;0.5911949685534591;0.07707588398887565;0.05773955773955774;55018.0;18369.0;9292.0;3068.0;179.0;130.0;776.0;188.0
3;_woe_scaled;100;8;0.65;45;0.8365670293026009;0.7319582494617107;0.129680661371373;0.09982442939553549;0.8354707730023749;0.8350264307055849;0.837696335078534;0.6257861635220126;0.0702802424668365;0.05423821204687926;53727.0;17967.0;10583.0;3470.0;155.0;119.0;800.0;199.0
3;_woe_scaled;100;8;0.65;50;0.8360158297383176;0.7404139906228079;0.12133392883727853;0.09595613433858806;0.8191373630583008;0.8181107791312342;0.8534031413612565;0.660377358490566;0.06530972033015466;0.051736881005173686;52646.0;17588.0;11664.0;3849.0;140.0;108.0;815.0;210.0
3;_woe_scaled;100;8;0.65;55;0.8363430243397288;0.7546404074774614;0.11638052350126654;0.09677419354838708;0.8075844633417605;0.8095150540105723;0.8659685863874346;0.6981132075471698;0.062382137738553216;0.05199063231850117;51880.0;17389.0;12430.0;4048.0;128.0;96.0;827.0;222.0
3;_woe_scaled;100;8;0.75;20;0.7056157144590055;0.600711298838809;0.24332855093256814;0.1326259946949602;0.9595954952884395;0.9549069179498966;0.44397905759162304;0.2358490566037736;0.16758893280632411;0.09225092250922509;62204.0;20699.0;2106.0;738.0;531.0;243.0;424.0;75.0
3;_woe_scaled;100;8;0.75;25;0.7695844978633437;0.629943438180563;0.22544731610337973;0.1259445843828715;0.940304910748487;0.9361985750402206;0.5937172774869109;0.31446540880503143;0.13914110429447854;0.07874015748031496;60802.0;20267.0;3508.0;1170.0;388.0;218.0;567.0;100.0
3;_woe_scaled;100;8;0.75;30;0.8048257743700549;0.67280106721964;0.17515965072331552;0.11258544431041416;0.9030261242626216;0.8985520569983911;0.7036649214659686;0.44025157232704404;0.10002977076510866;0.06454587367450439;58264.0;19408.0;6046.0;2029.0;283.0;178.0;672.0;140.0
3;_woe_scaled;100;8;0.75;35;0.8206430566602703;0.7101335843540953;0.15032344183181023;0.11005089058524173;0.8732092239331954;0.8713858883015398;0.7664921465968586;0.5440251572327044;0.08333333333333333;0.06121726822363765;56258.0;18784.0;8052.0;2653.0;223.0;145.0;732.0;173.0
3;_woe_scaled;100;8;0.75;40;0.8325955918689006;0.724081504880617;0.1358648319108169;0.10245349150714478;0.8479736459051559;0.8469777062744197;0.8167539267015707;0.5974842767295597;0.07409518381305215;0.056030669419050425;54563.0;18236.0;9747.0;3201.0;175.0;128.0;780.0;190.0
3;_woe_scaled;100;8;0.75;45;0.8331123541810326;0.7382201260795491;0.1256882177127576;0.09929765076289658;0.8296790009959396;0.8290507929211676;0.8366492146596859;0.6446540880503144;0.06794795475805766;0.053791655733403304;53350.0;17831.0;10960.0;3606.0;156.0;113.0;799.0;205.0
3;_woe_scaled;100;8;0.75;50;0.8370397884592057;0.7407501372311377;0.12019935502785108;0.09523809523809523;0.8160729334252662;0.8157205240174672;0.8586387434554974;0.6635220125786163;0.06462290172590433;0.05130075370775589;52441.0;17535.0;11869.0;3902.0;135.0;107.0;820.0;211.0
3;_woe_scaled;100;8;0.75;55;0.8360063859528576;0.7551261074208085;0.11399602658080427;0.09523809523809525;0.8018386577798208;0.8043668122270743;0.8712041884816754;0.7044025157232704;0.06098812490837121;0.05107159142726858;51500.0;17275.0;12810.0;4162.0;123.0;94.0;832.0;224.0
3;_woe_scaled;100;8;0.85;20;0.7068831763032628;0.6017238460628965;0.2421321236178055;0.1314878892733564;0.9590438979544932;0.9538496897264996;0.44712041884816756;0.2389937106918239;0.1660186625194401;0.09069212410501193;62165.0;20675.0;2145.0;762.0;528.0;242.0;427.0;76.0
3;_woe_scaled;100;8;0.85;25;0.7668475911427062;0.6348099726476558;0.2178868070310991;0.12583182093163944;0.9379606220792155;0.9335784877039761;0.5905759162303665;0.3270440251572327;0.13358597820937945;0.07790262172284644;60652.0;20206.0;3658.0;1231.0;391.0;214.0;564.0;104.0
3;_woe_scaled;100;8;0.85;30;0.8075241325353878;0.6816148855663943;0.17151492255383452;0.11360123647604325;0.8991955872213284;0.894552976327281;0.7130890052356021;0.46226415094339623;0.09748067563698826;0.06475770925110132;58005.0;19314.0;6305.0;2123.0;274.0;171.0;681.0;147.0
3;_woe_scaled;100;8;0.85;35;0.816576815018224;0.7121545714031726;0.14266224907425457;0.10627439207445212;0.8651957404428101;0.8631578947368421;0.7664921465968586;0.5566037735849056;0.0786504781347373;0.058745436442084305;55735.0;18601.0;8575.0;2836.0;223.0;141.0;732.0;177.0
3;_woe_scaled;100;8;0.85;40;0.8253257902453839;0.7277214672920475;0.12892479387024236;0.10012836970474968;0.8397456523404582;0.8388876120432085;0.8104712041884817;0.6132075471698113;0.07003257328990228;0.05451495666759855;54032.0;18055.0;10278.0;3382.0;181.0;123.0;774.0;195.0
