dataset;data_variant;class_weight;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
1;_pca;40;0.711744649810595;0.6961638065966591;0.09232535257461462;0.08714810281517747;0.8303838198115375;0.8285911284762124;0.5895287958115183;0.559748427672956;0.05008451205408771;0.047252455534908415;53632.0;17848.0;10678.0;3589.0;392.0;140.0;563.0;178.0
1;_pca;45;0.7189770426460184;0.7104423727505755;0.08815915982545669;0.085796843743054;0.8110932352715851;0.8109400137899333;0.6240837696335079;0.6069182389937107;0.047429571860576156;0.04616120545324085;52340.0;17449.0;11970.0;3988.0;359.0;125.0;596.0;193.0
1;_pca;50;0.7257869482000227;0.7141111603021051;0.08468176914778856;0.08222540396809162;0.7919865165096146;0.7937485635486096;0.6575916230366492;0.6320754716981132;0.04525473805577574;0.04397287245679282;51061.0;17067.0;13249.0;4370.0;327.0;117.0;628.0;201.0
1;_pca;55;0.7295019787172897;0.7200616080526145;0.08175310812507848;0.07935314027830012;0.7759289052325136;0.7749482877499425;0.6816753926701571;0.6635220125786163;0.04348406920045421;0.0422;49990.0;16648.0;14320.0;4789.0;304.0;107.0;651.0;211.0
1;_pca;60;0.7319832926409302;0.7230443866083534;0.07886398310057506;0.07690950784970894;0.759472918103118;0.7594575959549529;0.7036649214659686;0.6855345911949685;0.041772860073351153;0.040740048589048776;48895.0;16304.0;15415.0;5133.0;283.0;100.0;672.0;218.0
1;_pca;65;0.7369709139549028;0.7261437859599124;0.07697829808382572;0.07481296758104738;0.7438902934191374;0.7441967363824408;0.7298429319371728;0.7075471698113207;0.04063192258365396;0.03949447077409163;47853.0;15965.0;16457.0;5472.0;258.0;93.0;697.0;225.0
1;_pca;70;0.7379928780831719;0.7246428249752163;0.07477321587751036;0.07209192507476782;0.7296406956255267;0.7290278096989198;0.7465968586387435;0.720125786163522;0.039357474056083024;0.037945318972659486;46907.0;15631.0;17403.0;5806.0;242.0;89.0;713.0;229.0
1;_pca;75;0.7446236366552391;0.7394852783481684;0.07391847961990498;0.07326672721768089;0.7162797824254961;0.7185934267984372;0.7738219895287958;0.7610062893081762;0.038813025210084034;0.03848600508905852;46009.0;15391.0;18301.0;6046.0;216.0;76.0;739.0;242.0
1;_pca;a;0.7376684921938157;0.7250434430801034;0.07594527631153722;0.07323761897080173;0.7371332260782961;0.7359227763732475;0.7382198952879581;0.7138364779874213;0.04003179830787576;0.03859887774188063;47404.0;15783.0;16906.0;5654.0;250.0;91.0;705.0;227.0
1;_scaled;40;0.7175140700191562;0.6958880240857883;0.09478830060485541;0.08888888888888888;0.8326055312954876;0.8341530682601701;0.5989528795811518;0.5534591194968553;0.05146661867914342;0.04832509610104338;53768.0;17971.0;10542.0;3466.0;383.0;142.0;572.0;176.0
1;_scaled;45;0.7244898931142593;0.7047732084918715;0.09011692857674834;0.08545454545454545;0.8128093158660844;0.8150310273500345;0.6335078534031413;0.5911949685534591;0.04850865939704939;0.046055854973052424;52443.0;17543.0;11867.0;3894.0;350.0;130.0;605.0;188.0
1;_scaled;50;0.7302007374293853;0.7160004171943941;0.08667670820210872;0.08361064891846921;0.7956025434765954;0.7974718455527465;0.6628272251308901;0.6320754716981132;0.0463702292872317;0.04476614699331848;51292.0;17148.0;13018.0;4289.0;322.0;117.0;633.0;201.0
1;_scaled;55;0.7317126793403352;0.7282772130592994;0.083004455760662;0.08276929027267453;0.7792691335325213;0.7819811537577568;0.6827225130890052;0.6729559748427673;0.044188410708234496;0.04409643519472491;50207.0;16798.0;14103.0;4639.0;303.0;104.0;652.0;214.0
1;_scaled;60;0.7367314000167708;0.7367796025387247;0.08072497466165861;0.0809498111171074;0.7637477974412012;0.7651574350723972;0.7089005235602094;0.7075471698113207;0.0427993425211784;0.04293073840870063;49169.0;16421.0;15141.0;5016.0;278.0;93.0;677.0;225.0
1;_scaled;65;0.7445207726644746;0.7404854300285493;0.0795358530952515;0.07892498724272835;0.749620776832912;0.7510917030567685;0.7392670157068063;0.7295597484276729;0.042028812953923085;0.0417191152670383;48218.0;16108.0;16092.0;5329.0;249.0;86.0;706.0;232.0
1;_scaled;70;0.7470252482860752;0.7432953310901067;0.0775949841916296;0.07715999351596693;0.7362598636328813;0.7383130314870144;0.7581151832460733;0.7484276729559748;0.04089009375352988;0.040676807383353275;47328.0;15824.0;16982.0;5613.0;231.0;80.0;724.0;238.0
1;_scaled;75;0.7476065295635261;0.7399791930897117;0.07552576370055775;0.07444168734491315;0.7231747490998238;0.725672259250747;0.7727748691099476;0.7547169811320755;0.03970303421562298;0.03915171288743882;46460.0;15547.0;17850.0;5890.0;217.0;78.0;738.0;240.0
1;_scaled;a;0.7466231139905611;0.7405746192661076;0.07882858086535285;0.0778443113772455;0.7435991726039991;0.7451620317168467;0.749738219895288;0.7358490566037735;0.041601301493231074;0.0410958904109589;47815.0;15977.0;16495.0;5460.0;239.0;84.0;716.0;234.0
1;_woe_scaled;40;0.7286082384002228;0.6938972557586468;0.09215197522471487;0.08335262792313036;0.8158431012027886;0.8180188462422432;0.6387434554973822;0.5660377358490566;0.049658091826766525;0.04498875281179705;52636.0;17616.0;11674.0;3821.0;345.0;138.0;610.0;180.0
1;_woe_scaled;45;0.735519379706119;0.7032352075688804;0.08750508750508751;0.0802828618968386;0.7938864628820961;0.7967363824408182;0.675392670157068;0.6069182389937107;0.046783201566693265;0.04298440979955456;51168.0;17140.0;13142.0;4297.0;310.0;125.0;645.0;193.0
