dataset;data_variant;n_estimators;max_depth;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
2;_woe_scaled;500;3;0.788948450771419;0.7631840176406923;0.08774350201423763;0.08327714093054618;0.7467095686815292;0.7500344748333716;0.8324607329842932;0.7767295597484277;0.04631247815449144;0.043997149982187386;47939.0;16070.0;16371.0;5367.0;160.0;71.0;795.0;247.0
2;_woe_scaled;500;4;0.8024149631895895;0.7583160895917627;0.09456598447424135;0.08615384615384614;0.7641002068490003;0.7679154217421282;0.8418848167539267;0.7484276729559748;0.05009657922612001;0.0457077011714999;49065.0;16468.0;15245.0;4969.0;151.0;80.0;804.0;238.0
2;_woe_scaled;500;5;0.8190569077627102;0.7559123076160273;0.10093480784505408;0.088157396897465;0.7745345897494829;0.778441737531602;0.8649214659685864;0.7327044025157232;0.05359460160913574;0.04690016103059581;49724.0;16702.0;14586.0;4735.0;129.0;85.0;826.0;233.0
2;_woe_scaled;600;3;0.7903788586208329;0.7615691496774372;0.08933002481389578;0.08419599723947552;0.7525779514287904;0.756010112617789;0.8293193717277487;0.7672955974842768;0.04720748643976873;0.04454180357794816;48325.0;16203.0;15985.0;5234.0;163.0;74.0;792.0;244.0
2;_woe_scaled;600;4;0.8055404491171281;0.7597992273982297;0.09685580050596314;0.08789171147784165;0.7702597104113996;0.7738910595265456;0.8418848167539267;0.7452830188679245;0.051383651818239916;0.046699507389162564;49467.0;16599.0;14843.0;4838.0;151.0;81.0;804.0;237.0
2;_woe_scaled;600;5;0.823859276198974;0.7556269167251237;0.1042427294473121;0.09032004712350285;0.7819658316095917;0.7870374626522638;0.8670157068062827;0.7232704402515723;0.055455093429776975;0.048167539267015703;50207.0;16892.0;14103.0;4545.0;127.0;88.0;828.0;230.0
3;_scaled;400;3;0.7865771243836097;0.7607583050876299;0.08629111038749593;0.08184227965540093;0.7420363134911515;0.7452539646058377;0.8324607329842932;0.7767295597484277;0.04550397802072005;0.04319692200069954;47634.0;15966.0;16676.0;5471.0;160.0;71.0;795.0;247.0
3;_scaled;400;4;0.7953499533102504;0.7606265749308416;0.09094530760912868;0.08425797503467407;0.7552593273576955;0.7572052401746725;0.8366492146596859;0.7641509433962265;0.04808618199325951;0.04458715596330275;48493.0;16230.0;15817.0;5207.0;156.0;75.0;799.0;243.0
3;_scaled;400;5;0.813774819448662;0.7627339640538034;0.09886528247223562;0.08845299777942264;0.7712403278939708;0.773569294415077;0.8575916230366493;0.7515723270440252;0.05245628642797669;0.04699174203696421;49516.0;16590.0;14794.0;4847.0;136.0;79.0;819.0;239.0
3;_scaled;500;3;0.7914651788905342;0.7556585290288964;0.08820772920227135;0.08125731483029593;0.7465869914962078;0.7474143874971271;0.837696335078534;0.7641509433962265;0.04655493482309125;0.04291011831184884;47926.0;16017.0;16384.0;5420.0;155.0;75.0;800.0;243.0
3;_scaled;500;4;0.8037912728024678;0.761110881292352;0.09476279943635509;0.0866113316492241;0.7637631195893664;0.7673178579636865;0.8450261780104712;0.7547169811320755;0.050195932076880015;0.045941807044410414;49040.0;16453.0;15270.0;4984.0;148.0;78.0;807.0;240.0
3;_scaled;500;5;0.8202671370106023;0.7580910627983183;0.10221148485411632;0.08895647215358297;0.7779361066421512;0.7796828315329809;0.8638743455497382;0.7358490566037735;0.054319199367922046;0.047339672263807406;49947.0;16728.0;14363.0;4709.0;130.0;84.0;825.0;234.0
3;_scaled;600;3;0.7944689132563881;0.7556859605871586;0.08989394534537905;0.0824918706144104;0.751490078909063;0.7535738910595265;0.8387434554973822;0.7578616352201258;0.047491995731056565;0.043619909502262445;48245.0;16153.0;16065.0;5284.0;154.0;77.0;801.0;241.0
3;_scaled;600;4;0.8072692724458834;0.7625240466213269;0.09703957244940853;0.0883059301681138;0.7696008580402972;0.7731555964146173;0.8460732984293193;0.7515723270440252;0.05147152503503631;0.04690873405299313;49420.0;16581.0;14890.0;4856.0;147.0;79.0;808.0;239.0
3;_scaled;600;5;0.8304606043534223;0.758771570813174;0.10695118834653719;0.09106967615309126;0.7858270129472152;0.7871293955412549;0.8764397905759163;0.7295597484276729;0.05695039804041641;0.04856604563533599;50450.0;16892.0;13860.0;4545.0;118.0;86.0;837.0;232.0
3;_woe_scaled;400;3;0.7868338569478173;0.7628533720132975;0.08581567910528012;0.08186749958901858;0.7394928368957328;0.7432774074925305;0.8356020942408376;0.7830188679245284;0.045230402992688316;0.04319167389418907;47465.0;15921.0;16845.0;5516.0;157.0;69.0;798.0;249.0
3;_woe_scaled;400;4;0.7974208696260994;0.7623388469298511;0.09136420525657071;0.08467811903522471;0.7552746495058608;0.7575270052861411;0.8408376963350785;0.7672955974842768;0.0483065631955724;0.044811753902662996;48490.0;16236.0;15820.0;5201.0;152.0;74.0;803.0;244.0
3;_woe_scaled;400;5;0.8149049800500032;0.7610216920547939;0.09858648778150456;0.08800147901645404;0.76940167011415;0.7732475293036084;0.8617801047120419;0.7484276729559748;0.052283844736674925;0.04674916519347869;49392.0;16584.0;14918.0;4853.0;132.0;80.0;823.0;238.0
3;_woe_scaled;500;3;0.7898271705848877;0.7621577546374736;0.08762971503870862;0.0826639892904953;0.7453918639393243;0.7480119512755689;0.8356020942408376;0.7767295597484277;0.04623942519411287;0.043655001767408975;47850.0;16026.0;16460.0;5411.0;157.0;71.0;798.0;247.0
3;_woe_scaled;500;4;0.8036253552613689;0.7640922662662538;0.09490727112157786;0.0871914970275626;0.7644526162567992;0.7670880257412089;0.8439790575916231;0.7610062893081762;0.05028072364316906;0.04624498375692719;49086.0;16446.0;15224.0;4991.0;149.0;76.0;806.0;242.0
3;_woe_scaled;500;5;0.8204019551892381;0.7632512029545108;0.102013091268371;0.09037178265014298;0.7771853213820578;0.7806940933118823;0.8649214659685864;0.7452830188679245;0.05420303169499311;0.04810229348487924;49897.0;16747.0;14413.0;4690.0;129.0;81.0;826.0;237.0
3;_woe_scaled;600;3;0.7931030243722936;0.761508785579978;0.08947368421052633;0.08351798193284474;0.7508312265379606;0.7528384279475983;0.8366492146596859;0.7704402515723271;0.04726412304052056;0.044152099477383314;48204.0;16133.0;16106.0;5304.0;156.0;73.0;799.0;245.0
3;_woe_scaled;600;4;0.8064787217673556;0.7635365938454146;0.09700324948850644;0.08826774549466716;0.7700758446334176;0.7720983681912205;0.8439790575916231;0.7547169811320755;0.05145885207176148;0.046875;49453.0;16557.0;14857.0;4880.0;149.0;78.0;806.0;240.0
3;_woe_scaled;600;5;0.8280449491623117;0.7544044520685594;0.10652326995710903;0.09021075438250935;0.7861487780586838;0.7876809928752011;0.8712041884816754;0.720125786163522;0.05672985135687986;0.04811935280521118;50476.0;16907.0;13834.0;4530.0;123.0;89.0;832.0;229.0
4;_scaled;400;3;0.7831404820075534;0.7634227602132679;0.08487381449927665;0.08160600620205646;0.7383130314870144;0.7413468168237187;0.8293193717277487;0.7861635220125787;0.044725547775016944;0.04303666724048889;47394.0;15878.0;16916.0;5559.0;163.0;68.0;792.0;250.0
4;_scaled;400;4;0.7905368384974286;0.7563994011412115;0.089900426742532;0.08356545961002786;0.7549222400980617;0.7580326361755918;0.8272251308900523;0.7547169811320755;0.04753309265944645;0.04423147806855879;48480.0;16251.0;15830.0;5186.0;165.0;78.0;790.0;240.0
4;_scaled;400;5;0.8101618388027234;0.7595893099657531;0.09753759511113776;0.08774527952610144;0.7692024821880028;0.7734773615260859;0.8523560209424084;0.7452830188679245;0.051728520589730556;0.046616837136113295;49388.0;16590.0;14922.0;4847.0;141.0;81.0;814.0;237.0
4;_scaled;500;3;0.7900190585360016;0.7597457578635423;0.08731241473396999;0.08184994177341541;0.7437370719374856;0.7463111928292346;0.837696335078534;0.7735849056603774;0.04605641911341393;0.04321096082908835;47740.0;15990.0;16570.0;5447.0;155.0;72.0;800.0;246.0
4;_scaled;500;4;0.7981902531992858;0.7542384691371498;0.09338566992793954;0.08484630595002696;0.7628897571439516;0.7659848310733165;0.8345549738219895;0.7421383647798742;0.04946009681022713;0.0449952335557674;48993.0;16428.0;15317.0;5009.0;158.0;82.0;797.0;236.0
4;_scaled;500;5;0.8159491289329092;0.7539805098045083;0.10086313193588163;0.08830275229357798;0.7765417911591205;0.7807400597563778;0.856544502617801;0.7264150943396226;0.05358663609564363;0.04700854700854701;49863.0;16754.0;14447.0;4683.0;137.0;87.0;818.0;231.0
4;_scaled;600;3;0.7920325794315982;0.7586206972427323;0.08924472313980181;0.08302015715749914;0.7507546157971348;0.7532521259480579;0.8345549738219895;0.7641509433962265;0.04714302614456406;0.04389450867052023;48201.0;16144.0;16109.0;5293.0;158.0;75.0;797.0;243.0
4;_scaled;600;4;0.8017484843131397;0.7570744081751324;0.09623405670071933;0.08747440908244929;0.7709185627825021;0.7746265226384739;0.8335078534031414;0.7389937106918238;0.051064921734667694;0.04648862512363996;49518.0;16617.0;14792.0;4820.0;159.0;83.0;796.0;235.0
4;_scaled;600;5;0.8234625965036827;0.7529254216611906;0.10488176964149505;0.08990536277602523;0.7842335095380373;0.7878188922086876;0.8638743455497382;0.7169811320754716;0.05583000609054612;0.047959612957509466;50358.0;16911.0;13952.0;4526.0;130.0;90.0;825.0;228.0
4;_woe_scaled;400;3;0.7848148814519983;0.7635160568499242;0.0850381924042519;0.08165931732810715;0.7375469240787559;0.7415306826017007;0.8335078534031414;0.7861635220125787;0.04480468310255544;0.04306632213608958;47340.0;15882.0;16970.0;5555.0;159.0;68.0;796.0;250.0
4;_woe_scaled;400;4;0.7953266287884031;0.7581816456177133;0.09092978263343575;0.08403068340306834;0.7552133609132;0.758492300620547;0.8366492146596859;0.7578616352201258;0.048077501654732534;0.04448135843484681;48490.0;16260.0;15820.0;5177.0;156.0;77.0;799.0;241.0
4;_woe_scaled;400;5;0.8109264190712363;0.7628272606904597;0.09783326330952524;0.08851851851851852;0.7696927909292883;0.7737531601930591;0.8534031413612565;0.7515723270440252;0.051890997071182984;0.047028728846910665;49419.0;16594.0;14891.0;4843.0;140.0;79.0;815.0;239.0
4;_woe_scaled;500;3;0.7905503935860414;0.7615046781808799;0.08742155525238746;0.08227848101265822;0.743767716233816;0.7467248908296943;0.8387434554973822;0.7767295597484277;0.0461139896373057;0.04344002813928948;47741.0;15998.0;16569.0;5439.0;154.0;71.0;801.0;247.0
4;_woe_scaled;500;4;0.8004399908492974;0.7560673619319797;0.09394241482437107;0.08535926526202053;0.7632574886999157;0.7665364284072627;0.8387434554973822;0.7452830188679245;0.04975773387998509;0.04527220630372493;49013.0;16439.0;15297.0;4998.0;154.0;81.0;801.0;237.0
4;_woe_scaled;500;5;0.8172683687733093;0.7536073232578834;0.10131587076048681;0.08803353658536585;0.7771087106412319;0.7800045966444495;0.8586387434554974;0.7264150943396226;0.05383403361344538;0.04685598377281947;49898.0;16738.0;14412.0;4699.0;135.0;87.0;820.0;231.0
4;_woe_scaled;600;3;0.7923046988531499;0.7590172079485213;0.08941994838999216;0.0832619496316601;0.7512908909829158;0.7540335555044817;0.8345549738219895;0.7641509433962265;0.04724082745539684;0.044029715528175396;48236.0;16161.0;16074.0;5276.0;158.0;75.0;797.0;243.0
4;_woe_scaled;600;4;0.8050142430195364;0.7551988670619745;0.09701808504203714;0.08690807799442898;0.7712556500421359;0.7739829924155367;0.8397905759162304;0.7358490566037735;0.051482860444216204;0.046181172291296625;49534.0;16604.0;14776.0;4833.0;153.0;84.0;802.0;234.0
4;_woe_scaled;600;5;0.8259118341215367;0.7498973883689607;0.10600435283574448;0.08923988153998025;0.7860108787251973;0.7879567915421742;0.8670157068062827;0.710691823899371;0.05645326242585396;0.04760901622077102;50471.0;16916.0;13839.0;4521.0;127.0;92.0;828.0;226.0
