data_variant;dataset;mean_test_score;mean_train_score;param_class_weight;param_max_depth;param_max_features;param_n_estimators;params
_scaled;2;0.842582995191618;0.8717483824201789;{0: 1, 1: 40};5;;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8427147315025635;0.8717241556329846;{0: 1, 1: 40};5;;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8424891935736631;0.8718344469726955;{0: 1, 1: 40};5;;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.842623793883988;0.871772821304269;{0: 1, 1: 40};5;;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8427322091442623;0.8718411119743771;{0: 1, 1: 40};5;;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8434591315429466;0.8740085161882805;{0: 1, 1: 40};5;0.75;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8442387794585522;0.8744410257994172;{0: 1, 1: 40};5;0.75;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8442686384163263;0.8747240519889049;{0: 1, 1: 40};5;0.75;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8440803133848375;0.8745414310956003;{0: 1, 1: 40};5;0.75;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8442123478601335;0.8744978188280994;{0: 1, 1: 40};5;0.75;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.843217786125383;0.873048594329763;{0: 1, 1: 40};5;0.9;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8432625944926516;0.873065976087844;{0: 1, 1: 40};5;0.9;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.843241906853497;0.8733745509019756;{0: 1, 1: 40};5;0.9;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8434016975129729;0.8733267768346581;{0: 1, 1: 40};5;0.9;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8433720132543159;0.8734758292357888;{0: 1, 1: 40};5;0.9;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8449092190466586;0.8885650184655768;{0: 1, 1: 40};6;;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8452789736283192;0.8888420625777799;{0: 1, 1: 40};6;;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8452429719306943;0.8890065947426948;{0: 1, 1: 40};6;;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8453648267860545;0.8891040873397514;{0: 1, 1: 40};6;;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8452368009322189;0.8891316458326844;{0: 1, 1: 40};6;;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8463443023900191;0.892500271142506;{0: 1, 1: 40};6;0.75;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8463196352304224;0.8925340706884933;{0: 1, 1: 40};6;0.75;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8463525762789732;0.8928435047716662;{0: 1, 1: 40};6;0.75;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8463630830027583;0.8928912196003728;{0: 1, 1: 40};6;0.75;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8463889192530646;0.8928967288597747;{0: 1, 1: 40};6;0.75;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8459666839296515;0.8908703419218075;{0: 1, 1: 40};6;0.9;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8461423462103005;0.8911019439511811;{0: 1, 1: 40};6;0.9;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8460774462060621;0.8916282724576753;{0: 1, 1: 40};6;0.9;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8459208969496064;0.8915947296015031;{0: 1, 1: 40};6;0.9;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8458394590607035;0.8914360841779431;{0: 1, 1: 40};6;0.9;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8450341888472751;0.9069779222507662;{0: 1, 1: 40};7;;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8452751297566927;0.9075501613119329;{0: 1, 1: 40};7;;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8455500388719538;0.9077282777844209;{0: 1, 1: 40};7;;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8456464899260457;0.9078424239500086;{0: 1, 1: 40};7;;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8457108404283881;0.9077441944405136;{0: 1, 1: 40};7;;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.846629702244014;0.9118026091230161;{0: 1, 1: 40};7;0.75;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8470776038414057;0.9123702616225117;{0: 1, 1: 40};7;0.75;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8470893336665031;0.9124797098478559;{0: 1, 1: 40};7;0.75;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8469649583050889;0.9124886788479203;{0: 1, 1: 40};7;0.75;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8469079080537077;0.9124173374823267;{0: 1, 1: 40};7;0.75;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8454999967509617;0.9092103238889644;{0: 1, 1: 40};7;0.9;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8461504973405042;0.9094791469622648;{0: 1, 1: 40};7;0.9;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8462606495680982;0.9103198571826475;{0: 1, 1: 40};7;0.9;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8462850004867546;0.9102974502003359;{0: 1, 1: 40};7;0.9;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8464052664905922;0.9100206998196622;{0: 1, 1: 40};7;0.9;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.844430104176427;0.9251675200149921;{0: 1, 1: 40};8;;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8446007322384128;0.9257563073577769;{0: 1, 1: 40};8;;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8447237909410256;0.9258973561175069;{0: 1, 1: 40};8;;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8447525666588975;0.9260307781595004;{0: 1, 1: 40};8;;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8451387150386057;0.9259853453996464;{0: 1, 1: 40};8;;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8449172977729398;0.9295292697107133;{0: 1, 1: 40};8;0.75;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.846091515415022;0.9307962191484161;{0: 1, 1: 40};8;0.75;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8461945582296093;0.9312540682347107;{0: 1, 1: 40};8;0.75;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8462114983946198;0.9313662021610902;{0: 1, 1: 40};8;0.75;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.846145229700864;0.9313453524426486;{0: 1, 1: 40};8;0.75;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8443900322824979;0.9283206613601628;{0: 1, 1: 40};8;0.9;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8453589762234882;0.9284427502813659;{0: 1, 1: 40};8;0.9;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8456362148081499;0.9289545314179873;{0: 1, 1: 40};8;0.9;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8458433209493409;0.9288656564341778;{0: 1, 1: 40};8;0.9;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8459082221347838;0.9287319912326687;{0: 1, 1: 40};8;0.9;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8436155904209997;0.9415813922747592;{0: 1, 1: 40};9;;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8433086218607089;0.9426553871940205;{0: 1, 1: 40};9;;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8434659648312862;0.942789836621604;{0: 1, 1: 40};9;;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8436313812862397;0.9429325677273539;{0: 1, 1: 40};9;;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.84372820548839;0.9428073767160523;{0: 1, 1: 40};9;;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8432824286216636;0.946828462512613;{0: 1, 1: 40};9;0.75;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8452966630310089;0.9481933099967884;{0: 1, 1: 40};9;0.75;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8451776858393628;0.9485518926275125;{0: 1, 1: 40};9;0.75;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8451686579258831;0.9485733133542514;{0: 1, 1: 40};9;0.75;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8451050845490609;0.9485057007701844;{0: 1, 1: 40};9;0.75;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8437267971973123;0.9450833460822983;{0: 1, 1: 40};9;0.9;100;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.844383361876634;0.9456502148989171;{0: 1, 1: 40};9;0.9;300;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8444419037614809;0.9461241753137587;{0: 1, 1: 40};9;0.9;400;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8446336351504956;0.945990063405603;{0: 1, 1: 40};9;0.9;500;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8444233917656606;0.9457850964277575;{0: 1, 1: 40};9;0.9;700;{'class_weight': {0: 1, 1: 40}, 'max_depth': 9, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8403555172662963;0.8655224866463634;{0: 1, 1: 60};5;;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8412270475068961;0.8665926855189029;{0: 1, 1: 60};5;;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8410677058433719;0.8668406013551158;{0: 1, 1: 60};5;;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.84102490072072;0.8669504979482502;{0: 1, 1: 60};5;;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8410579468767103;0.8671107710828543;{0: 1, 1: 60};5;;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8424704796954072;0.8714742653409281;{0: 1, 1: 60};5;0.75;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.843334176893785;0.8718971180839815;{0: 1, 1: 60};5;0.75;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8433210062051476;0.8720649660267844;{0: 1, 1: 60};5;0.75;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8432888933386532;0.8719687206120662;{0: 1, 1: 60};5;0.75;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8433378381534399;0.8718248991503298;{0: 1, 1: 60};5;0.75;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.841572972209085;0.8689096750926356;{0: 1, 1: 60};5;0.9;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8420150791677348;0.8691888703534971;{0: 1, 1: 60};5;0.9;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8422954921103458;0.8697328419137618;{0: 1, 1: 60};5;0.9;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8422389502489485;0.8696630279891632;{0: 1, 1: 60};5;0.9;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8423919239099393;0.8696398696697419;{0: 1, 1: 60};5;0.9;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8437415655666493;0.8816856948641097;{0: 1, 1: 60};6;;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8440297269811728;0.8822223419460328;{0: 1, 1: 60};6;;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8438112763936526;0.8824502591877113;{0: 1, 1: 60};6;;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8439012037074956;0.88253744677719;{0: 1, 1: 60};6;;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.844017564054102;0.8827913259412793;{0: 1, 1: 60};6;;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8452284744399046;0.8875932232265012;{0: 1, 1: 60};6;0.75;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8454250934712741;0.88808666326308;{0: 1, 1: 60};6;0.75;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.845607334436485;0.8883356336140563;{0: 1, 1: 60};6;0.75;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8455429061072599;0.8882974194806174;{0: 1, 1: 60};6;0.75;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8456004171537788;0.8883267557796252;{0: 1, 1: 60};6;0.75;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8442338398669906;0.8851678888490161;{0: 1, 1: 60};6;0.9;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.844451928226374;0.8852986245028257;{0: 1, 1: 60};6;0.9;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8446328443820137;0.8859676013802579;{0: 1, 1: 60};6;0.9;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8447476847983083;0.8858762170860593;{0: 1, 1: 60};6;0.9;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8448900436703457;0.8859448992332584;{0: 1, 1: 60};6;0.9;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 6, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8446193972671653;0.897131432970712;{0: 1, 1: 60};7;;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8445406649301415;0.8976933995028104;{0: 1, 1: 60};7;;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8446618232317828;0.8978348144038698;{0: 1, 1: 60};7;;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8447128816885991;0.8978906831630002;{0: 1, 1: 60};7;;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8446653039448928;0.8980598242963022;{0: 1, 1: 60};7;;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8462282027399742;0.9037467242267002;{0: 1, 1: 60};7;0.75;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8463835805056821;0.9045812588294088;{0: 1, 1: 60};7;0.75;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8465299538049763;0.9047004457398574;{0: 1, 1: 60};7;0.75;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8463911320898498;0.9046462391559319;{0: 1, 1: 60};7;0.75;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8462124471028806;0.9046762538062841;{0: 1, 1: 60};7;0.75;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8449907445407143;0.9006902383008267;{0: 1, 1: 60};7;0.9;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8456980606720031;0.9008251026980646;{0: 1, 1: 60};7;0.9;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8456895194986064;0.9015567587022758;{0: 1, 1: 60};7;0.9;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8457255376079825;0.9016407833967405;{0: 1, 1: 60};7;0.9;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.845637436177545;0.901575120566018;{0: 1, 1: 60};7;0.9;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 7, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.8435138244472763;0.9123338003416684;{0: 1, 1: 60};8;;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8436956799791587;0.9125160592862348;{0: 1, 1: 60};8;;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8437805508549222;0.9126688593730191;{0: 1, 1: 60};8;;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.843908828423665;0.9127856564936669;{0: 1, 1: 60};8;;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8438327078753984;0.9128961176407039;{0: 1, 1: 60};8;;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8447706641165214;0.9198647519181563;{0: 1, 1: 60};8;0.75;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8452040922399792;0.920154782638077;{0: 1, 1: 60};8;0.75;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8453700996463842;0.9202887130926097;{0: 1, 1: 60};8;0.75;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8453523735181098;0.9201414673421092;{0: 1, 1: 60};8;0.75;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8451014444100857;0.9201815638157628;{0: 1, 1: 60};8;0.75;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.75, 'n_estimators': 700}
_scaled;2;0.8436913024080465;0.9164691832615567;{0: 1, 1: 60};8;0.9;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 100}
_scaled;2;0.8445912638165849;0.9163716666436083;{0: 1, 1: 60};8;0.9;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 300}
_scaled;2;0.8447446203889004;0.9170846310432381;{0: 1, 1: 60};8;0.9;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 400}
_scaled;2;0.8448868963151656;0.9170377091120444;{0: 1, 1: 60};8;0.9;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 500}
_scaled;2;0.8449321837304659;0.9168366342790034;{0: 1, 1: 60};8;0.9;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 8, 'max_features': 0.9, 'n_estimators': 700}
_scaled;2;0.843075117901318;0.926496111722408;{0: 1, 1: 60};9;;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None, 'n_estimators': 100}
_scaled;2;0.8431109227809808;0.926368768322364;{0: 1, 1: 60};9;;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None, 'n_estimators': 300}
_scaled;2;0.8431405090365843;0.9266393407966226;{0: 1, 1: 60};9;;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None, 'n_estimators': 400}
_scaled;2;0.8431149440110461;0.9267918102634635;{0: 1, 1: 60};9;;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None, 'n_estimators': 500}
_scaled;2;0.8432584407242022;0.9268622019218506;{0: 1, 1: 60};9;;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': None, 'n_estimators': 700}
_scaled;2;0.8425154150905971;0.9340097872986769;{0: 1, 1: 60};9;0.75;100;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 100}
_scaled;2;0.8440111478168731;0.934985313815666;{0: 1, 1: 60};9;0.75;300;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 300}
_scaled;2;0.8439503940188048;0.9353042737528448;{0: 1, 1: 60};9;0.75;400;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 400}
_scaled;2;0.8439683364438134;0.9353358417114278;{0: 1, 1: 60};9;0.75;500;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 500}
_scaled;2;0.8441611375838793;0.9351774924928374;{0: 1, 1: 60};9;0.75;700;{'class_weight': {0: 1, 1: 60}, 'max_depth': 9, 'max_features': 0.75, 'n_estimators': 700}
